timestep,sparsity,routing_precision,retained_fraction,n,insufficient_n,native_or_simulated,n_jaccard,jaccard_median,jaccard_q1,jaccard_q3,jaccard_iqr,jaccard_mean,jaccard_p10,jaccard_p90,jaccard_min,jaccard_max,n_recall,recall_median,recall_q1,recall_q3,recall_iqr,recall_mean,recall_p10,recall_p90,recall_min,recall_max,decision_margin_reference_median,n_decision_margin_reference,decision_margin_candidate_median,n_decision_margin_candidate,frac_query_blocks_changed_median,n_frac_query_blocks_changed,boundary_ties_median,n_boundary_ties,spearman_rho_median,n_spearman_rho,sat_frac_q_median,n_sat_frac_q
11,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980509,0.97356,0.984571,0.01101,0.977107,0.961241,0.987353,0.896092,0.992218,720,0.990159,0.986603,0.992225,0.005622,0.988383,0.980237,0.993636,0.945199,0.996094,0.000984,720,0.000992,720,0.730469,720,114.0,720,,0,0.10586,720
11,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988498,0.983018,0.991771,0.008753,0.985625,0.974635,0.994307,0.898595,0.997599,720,0.994216,0.991436,0.995868,0.004432,0.992732,0.987154,0.997145,0.94659,0.998798,0.001678,720,0.001747,720,0.287109,720,105.0,720,,0,1e-06,720
11,0.9,nvfp4,0.1,720,False,native,720,0.972879,0.960386,0.979921,0.019535,0.96772,0.946313,0.985828,0.807468,0.992218,720,0.986253,0.979793,0.989859,0.010066,0.983492,0.972416,0.992864,0.89348,0.996094,0.001678,720,0.001709,720,0.601562,720,106.0,720,,0,0.106038,720
11,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.972879,0.960241,0.979921,0.01968,0.967717,0.946156,0.985976,0.80759,0.992516,720,0.986253,0.979718,0.989859,0.010141,0.98349,0.972333,0.992939,0.893555,0.996244,0.001678,720,0.001698,720,0.597656,720,105.0,720,,0,0.10586,720
12,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992293,0.9897,0.994045,0.004345,0.990907,0.985161,0.994931,0.956882,0.997803,720,0.996132,0.994823,0.997013,0.00219,0.995426,0.992525,0.997459,0.977966,0.9989,0.000999,720,0.000984,720,0.371094,720,114.5,720,,0,1e-06,720
12,0.8,nvfp4,0.2,720,False,native,720,0.980546,0.974114,0.984571,0.010456,0.977166,0.962891,0.987495,0.897047,0.991691,720,0.990177,0.986888,0.992225,0.005338,0.988414,0.981095,0.993708,0.94573,0.995828,0.000999,720,0.001015,720,0.734375,720,112.5,720,,0,0.105956,720
12,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980472,0.973727,0.984515,0.010788,0.977122,0.962562,0.987278,0.896501,0.991842,720,0.99014,0.986688,0.992197,0.005509,0.988391,0.980924,0.993598,0.945426,0.995904,0.000999,720,0.000999,720,0.736328,720,113.0,720,,0,0.105778,720
12,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988647,0.983277,0.991622,0.008345,0.985722,0.974635,0.994307,0.89306,0.99715,720,0.994291,0.991568,0.995793,0.004226,0.992781,0.987154,0.997145,0.94351,0.998573,0.001732,720,0.001694,720,0.28125,720,106.5,720,,0,1e-06,720
12,0.9,nvfp4,0.1,720,False,native,720,0.972952,0.96035,0.979664,0.019314,0.967785,0.946185,0.986288,0.804405,0.991622,720,0.986291,0.979774,0.989727,0.009953,0.983526,0.972348,0.993096,0.891602,0.995793,0.001732,720,0.001705,720,0.595703,720,105.0,720,,0,0.105956,720
12,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.972806,0.960241,0.979958,0.019716,0.967753,0.946725,0.985843,0.805262,0.991324,720,0.986215,0.979718,0.989878,0.01016,0.983509,0.972634,0.992871,0.892127,0.995643,0.001732,720,0.001701,720,0.599609,720,104.0,720,,0,0.105778,720
13,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992368,0.989587,0.993875,0.004288,0.990966,0.985535,0.994931,0.953836,0.997046,720,0.99617,0.994766,0.996928,0.002162,0.995457,0.992715,0.997459,0.976373,0.998521,0.000984,720,0.000977,720,0.365234,720,112.0,720,,0,1e-06,720
13,0.8,nvfp4,0.2,720,False,native,720,0.980472,0.973911,0.984496,0.010585,0.977235,0.962766,0.987196,0.901287,0.991917,720,0.99014,0.986783,0.992188,0.005404,0.98845,0.98103,0.993557,0.948081,0.995942,0.000984,720,0.000984,720,0.730469,720,113.0,720,,0,0.105943,720
13,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980509,0.973653,0.984496,0.010843,0.977197,0.962832,0.987113,0.90115,0.991541,720,0.990159,0.98665,0.992188,0.005537,0.988431,0.981064,0.993515,0.948005,0.995752,0.000984,720,0.001007,720,0.734375,720,114.0,720,,0,0.105772,720
13,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988498,0.983313,0.99192,0.008606,0.985871,0.974767,0.994457,0.888629,0.99715,720,0.994216,0.991587,0.995944,0.004357,0.992857,0.987222,0.997221,0.941031,0.998573,0.00174,720,0.001732,720,0.285156,720,105.0,720,,0,1e-06,720
13,0.9,nvfp4,0.1,720,False,native,720,0.973171,0.960638,0.980105,0.019467,0.967807,0.946611,0.98568,0.808081,0.991622,720,0.986403,0.979924,0.989953,0.010029,0.983538,0.972574,0.992788,0.893855,0.995793,0.00174,720,0.001705,720,0.59375,720,106.0,720,,0,0.105943,720
13,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973318,0.96053,0.980216,0.019686,0.967806,0.946597,0.98568,0.808081,0.991175,720,0.986478,0.979868,0.990009,0.010141,0.983537,0.972566,0.992788,0.893855,0.995568,0.00174,720,0.001709,720,0.591797,720,105.0,720,,0,0.105772,720
14,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992444,0.989812,0.99395,0.004138,0.991008,0.985393,0.995006,0.955793,0.997273,720,0.996208,0.99488,0.996966,0.002086,0.995477,0.992643,0.997497,0.977397,0.998635,0.000992,720,0.000999,720,0.367188,720,113.0,720,,0,1e-06,720
14,0.8,nvfp4,0.2,720,False,native,720,0.980583,0.974022,0.984496,0.010474,0.977231,0.962927,0.987428,0.901973,0.992218,720,0.990196,0.98684,0.992188,0.005347,0.988449,0.981113,0.993674,0.94846,0.996094,0.000992,720,0.000984,720,0.730469,720,114.0,720,,0,0.105962,720
14,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980472,0.974022,0.984571,0.010549,0.977198,0.962854,0.987413,0.90211,0.992218,720,0.99014,0.98684,0.992225,0.005385,0.988432,0.981076,0.993667,0.948536,0.996094,0.000992,720,0.000992,720,0.730469,720,112.0,720,,0,0.105788,720
14,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988498,0.983572,0.991771,0.008199,0.985892,0.97506,0.994158,0.912506,0.997599,720,0.994216,0.991718,0.995868,0.00415,0.99287,0.987372,0.99707,0.954252,0.998798,0.001755,720,0.00177,720,0.285156,720,104.5,720,,0,1e-06,720
14,0.9,nvfp4,0.1,720,False,native,720,0.972587,0.960386,0.980253,0.019867,0.967842,0.948121,0.985695,0.804895,0.991473,720,0.986103,0.979793,0.990028,0.010235,0.983556,0.97337,0.992796,0.891902,0.995718,0.001755,720,0.001709,720,0.597656,720,105.0,720,,0,0.105962,720
14,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.97244,0.960638,0.980253,0.019614,0.96788,0.947879,0.985532,0.805017,0.991175,720,0.986028,0.979924,0.990028,0.010104,0.983575,0.973242,0.992713,0.891977,0.995568,0.001755,720,0.001743,720,0.597656,720,106.0,720,,0,0.105788,720
15,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992368,0.990038,0.993875,0.003837,0.990994,0.985542,0.995006,0.957753,0.997122,720,0.99617,0.994994,0.996928,0.001934,0.995471,0.992718,0.997497,0.978421,0.998559,0.000999,720,0.000992,720,0.367188,720,112.0,720,,0,1e-06,720
15,0.8,nvfp4,0.2,720,False,native,720,0.98036,0.974299,0.984421,0.010122,0.977218,0.962635,0.987263,0.908098,0.992143,720,0.990083,0.986982,0.99215,0.005167,0.988443,0.980962,0.993591,0.951836,0.996056,0.000999,720,0.000977,720,0.738281,720,114.0,720,,0,0.105951,720
15,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980397,0.974392,0.984421,0.01003,0.977198,0.963008,0.987263,0.908029,0.992218,720,0.990102,0.98703,0.99215,0.00512,0.988432,0.981155,0.993591,0.951798,0.996094,0.000999,720,0.001007,720,0.736328,720,113.0,720,,0,0.105782,720
15,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988944,0.98372,0.99192,0.0082,0.985969,0.975074,0.994307,0.911545,0.998199,720,0.994441,0.991793,0.995944,0.00415,0.992907,0.98738,0.997145,0.953726,0.999099,0.00177,720,0.001747,720,0.277344,720,104.0,720,,0,1e-06,720
15,0.9,nvfp4,0.1,720,False,native,720,0.973171,0.961072,0.980253,0.019181,0.96796,0.947266,0.985547,0.810418,0.993262,720,0.986403,0.980149,0.990028,0.009878,0.983618,0.972919,0.992721,0.895282,0.99662,0.00177,720,0.00177,720,0.589844,720,105.0,720,,0,0.105951,720
15,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973171,0.961216,0.9804,0.019184,0.967944,0.946868,0.985547,0.810541,0.992814,720,0.986403,0.980225,0.990103,0.009878,0.98361,0.972709,0.992721,0.895358,0.996394,0.00177,720,0.001766,720,0.585938,720,105.0,720,,0,0.105782,720
16,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992293,0.990038,0.993875,0.003837,0.991034,0.986208,0.994931,0.961248,0.997273,720,0.996132,0.994994,0.996928,0.001934,0.995491,0.993056,0.997459,0.980241,0.998635,0.000969,720,0.000977,720,0.367188,720,113.0,720,,0,1e-06,720
16,0.8,nvfp4,0.2,720,False,native,720,0.980546,0.974392,0.984365,0.009974,0.977201,0.962606,0.987638,0.909756,0.992368,720,0.990177,0.98703,0.992121,0.005091,0.988435,0.980947,0.99378,0.952746,0.99617,0.000969,720,0.000977,720,0.730469,720,113.0,720,,0,0.105924,720
16,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980546,0.974225,0.984421,0.010196,0.977167,0.962328,0.987712,0.909687,0.992594,720,0.990177,0.986944,0.99215,0.005205,0.988417,0.980802,0.993818,0.952708,0.996283,0.000969,720,0.000977,720,0.734375,720,113.0,720,,0,0.105762,720
16,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988795,0.983757,0.991771,0.008014,0.986191,0.975954,0.994322,0.910585,0.997899,720,0.994366,0.991812,0.995868,0.004056,0.993022,0.987831,0.997153,0.9532,0.998948,0.00177,720,0.001785,720,0.277344,720,104.0,720,,0,1e-06,720
16,0.9,nvfp4,0.1,720,False,native,720,0.972879,0.960602,0.9804,0.019797,0.967959,0.946882,0.985532,0.81771,0.991622,720,0.986253,0.979905,0.990103,0.010198,0.98362,0.972716,0.992713,0.899715,0.995793,0.00177,720,0.001785,720,0.59375,720,104.0,720,,0,0.105924,720
16,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.972806,0.960891,0.980363,0.019472,0.967979,0.946754,0.98568,0.817834,0.991622,720,0.986215,0.980056,0.990084,0.010029,0.98363,0.972649,0.992788,0.89979,0.995793,0.00177,720,0.001785,720,0.59375,720,104.0,720,,0,0.105762,720
17,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992293,0.989963,0.993875,0.003912,0.991069,0.985991,0.994931,0.957681,0.997122,720,0.996132,0.994956,0.996928,0.001972,0.995509,0.992946,0.997459,0.978383,0.998559,0.000977,720,0.000984,720,0.371094,720,112.0,720,,0,1e-06,720
17,0.8,nvfp4,0.2,720,False,native,720,0.980434,0.973782,0.984347,0.010565,0.977182,0.962744,0.987345,0.91322,0.992444,720,0.990121,0.986717,0.992112,0.005395,0.988426,0.981019,0.993632,0.954642,0.996208,0.000977,720,0.000992,720,0.738281,720,113.0,720,,0,0.105842,720
17,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980472,0.97356,0.984272,0.010712,0.977151,0.963,0.987263,0.913428,0.992368,720,0.99014,0.986603,0.992074,0.005471,0.98841,0.981151,0.993591,0.954756,0.99617,0.000977,720,0.000969,720,0.738281,720,113.0,720,,0,0.10568,720
17,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988647,0.984052,0.992069,0.008016,0.986254,0.976379,0.994173,0.909078,0.99715,720,0.994291,0.991962,0.996019,0.004056,0.993054,0.988048,0.997078,0.952374,0.998573,0.001785,720,0.00177,720,0.285156,720,103.0,720,,0,1e-06,720
17,0.9,nvfp4,0.1,720,False,native,720,0.973537,0.961216,0.980547,0.019331,0.968153,0.94701,0.985547,0.820693,0.99192,720,0.986591,0.980225,0.990178,0.009953,0.983721,0.972784,0.992721,0.901517,0.995944,0.001785,720,0.001732,720,0.583984,720,105.0,720,,0,0.105842,720
17,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973171,0.960963,0.980842,0.019878,0.968133,0.947024,0.985695,0.820196,0.991771,720,0.986403,0.980093,0.990328,0.010235,0.98371,0.972791,0.992796,0.901217,0.995868,0.001785,720,0.00174,720,0.585938,720,105.0,720,,0,0.10568,720
18,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992293,0.990019,0.99395,0.003931,0.991104,0.986357,0.995082,0.95848,0.997273,720,0.996132,0.994984,0.996966,0.001982,0.995527,0.993132,0.997535,0.9788,0.998635,0.000977,720,0.000969,720,0.371094,720,111.0,720,,0,1e-06,720
18,0.8,nvfp4,0.2,720,False,native,720,0.980472,0.973653,0.984496,0.010843,0.977181,0.963,0.987338,0.914331,0.992594,720,0.99014,0.98665,0.992188,0.005537,0.988426,0.981151,0.993629,0.955249,0.996283,0.000977,720,0.000996,720,0.738281,720,111.5,720,,0,0.10577,720
18,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980472,0.973487,0.984421,0.010935,0.977146,0.963351,0.987345,0.91454,0.992444,720,0.99014,0.986565,0.99215,0.005584,0.988408,0.981333,0.993632,0.955363,0.996208,0.000977,720,0.000992,720,0.738281,720,112.0,720,,0,0.105607,720
18,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988795,0.9842,0.992069,0.007869,0.986293,0.976526,0.994307,0.910037,0.99685,720,0.994366,0.992037,0.996019,0.003981,0.993074,0.988123,0.997145,0.9529,0.998422,0.00174,720,0.001785,720,0.28125,720,104.0,720,,0,1e-06,720
18,0.9,nvfp4,0.1,720,False,native,720,0.973464,0.961397,0.980694,0.019298,0.968265,0.948007,0.98568,0.820818,0.992218,720,0.986553,0.980319,0.990253,0.009935,0.983781,0.97331,0.992788,0.901593,0.996094,0.00174,720,0.001762,720,0.585938,720,103.0,720,,0,0.10577,720
18,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973318,0.961108,0.980805,0.019697,0.968278,0.947751,0.985399,0.820071,0.992069,720,0.986478,0.980168,0.990309,0.010141,0.983788,0.973175,0.992646,0.901142,0.996019,0.00174,720,0.001747,720,0.589844,720,103.0,720,,0,0.105607,720
19,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992218,0.990038,0.99395,0.003913,0.991072,0.986357,0.995006,0.954488,0.997349,720,0.996094,0.994994,0.996966,0.001972,0.99551,0.993132,0.997497,0.976714,0.998673,0.000996,720,0.000957,720,0.371094,720,112.0,720,,0,1e-06,720
19,0.8,nvfp4,0.2,720,False,native,720,0.980472,0.973357,0.98444,0.011083,0.977231,0.963731,0.987638,0.917673,0.99282,720,0.99014,0.986499,0.992159,0.00566,0.988452,0.981531,0.99378,0.957069,0.996397,0.000996,720,0.000969,720,0.734375,720,112.5,720,,0,0.105745,720
19,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980323,0.973394,0.984515,0.011121,0.97719,0.963804,0.987563,0.917742,0.99282,720,0.990064,0.986518,0.992197,0.005679,0.988431,0.981569,0.993742,0.957107,0.996397,0.000996,720,0.000977,720,0.736328,720,113.5,720,,0,0.105577,720
19,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988795,0.984163,0.99192,0.007756,0.986336,0.975514,0.994158,0.907983,0.997449,720,0.994366,0.992018,0.995944,0.003925,0.993096,0.987605,0.99707,0.951773,0.998723,0.001747,720,0.001747,720,0.28125,720,103.0,720,,0,1e-06,720
19,0.9,nvfp4,0.1,720,False,native,720,0.973098,0.961108,0.980694,0.019587,0.968337,0.947167,0.985547,0.819449,0.991771,720,0.986366,0.980168,0.990253,0.010085,0.98382,0.972867,0.992721,0.900766,0.995868,0.001747,720,0.001766,720,0.591797,720,104.0,720,,0,0.105745,720
19,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973171,0.961108,0.980805,0.019697,0.968348,0.947024,0.985532,0.818952,0.992367,720,0.986403,0.980168,0.990309,0.010141,0.983825,0.972791,0.992713,0.900466,0.996169,0.001747,720,0.001793,720,0.589844,720,103.5,720,,0,0.105577,720
20,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992218,0.990038,0.9938,0.003762,0.99108,0.986051,0.995006,0.957753,0.997349,720,0.996094,0.994994,0.99689,0.001896,0.995514,0.992976,0.997497,0.978421,0.998673,0.000977,720,0.000969,720,0.373047,720,111.5,720,0.999965,720,1e-06,720
20,0.8,nvfp4,0.2,720,False,native,720,0.980249,0.973431,0.984739,0.011308,0.977195,0.963658,0.987338,0.920816,0.99267,720,0.990026,0.986537,0.992311,0.005774,0.988434,0.981493,0.993629,0.958776,0.996321,0.000977,720,0.001007,720,0.738281,720,112.0,720,0.999754,720,0.105686,720
20,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.9801,0.973542,0.984589,0.011048,0.977175,0.963585,0.987563,0.921306,0.993046,720,0.98995,0.986594,0.992235,0.005641,0.988424,0.981455,0.993742,0.959041,0.996511,0.000977,720,0.00098,720,0.738281,720,114.0,720,0.999751,720,0.105525,720
20,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988647,0.984163,0.991957,0.007794,0.986227,0.975338,0.994158,0.91857,0.997899,720,0.994291,0.992018,0.995962,0.003944,0.993042,0.987515,0.99707,0.957557,0.998948,0.001789,720,0.001766,720,0.28125,720,104.0,720,0.999965,720,1e-06,720
20,0.9,nvfp4,0.1,720,False,native,720,0.973025,0.960386,0.980658,0.020272,0.968372,0.948036,0.985532,0.823312,0.992814,720,0.986328,0.979793,0.990234,0.010442,0.983838,0.973325,0.992713,0.903095,0.996394,0.001789,720,0.001785,720,0.589844,720,104.0,720,0.999754,720,0.105686,720
20,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973244,0.96053,0.980805,0.020275,0.968405,0.947623,0.985547,0.823187,0.99356,720,0.986441,0.979868,0.990309,0.010442,0.983855,0.973107,0.992721,0.90302,0.99677,0.001789,720,0.001778,720,0.589844,720,103.0,720,0.999751,720,0.105525,720
21,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992218,0.989888,0.993724,0.003837,0.991103,0.986814,0.994931,0.95514,0.997803,720,0.996094,0.994918,0.996852,0.001934,0.995527,0.993363,0.997459,0.977056,0.9989,0.000965,720,0.000946,720,0.371094,720,113.0,720,,0,1e-06,720
21,0.8,nvfp4,0.2,720,False,native,720,0.980063,0.972822,0.98472,0.011898,0.977146,0.963578,0.987263,0.921166,0.993724,720,0.989931,0.986224,0.992301,0.006077,0.988409,0.981451,0.993591,0.958965,0.996852,0.000965,720,0.000973,720,0.736328,720,113.0,720,,0,0.105653,720
21,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.979951,0.972674,0.984589,0.011915,0.977076,0.963797,0.987128,0.921376,0.9938,720,0.989874,0.986148,0.992235,0.006087,0.988374,0.981565,0.993522,0.959079,0.99689,0.000965,720,0.000973,720,0.738281,720,115.0,720,,0,0.105491,720
21,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988795,0.984348,0.99192,0.007572,0.986401,0.97566,0.994307,0.918017,0.997749,720,0.994366,0.992112,0.995944,0.003831,0.993132,0.98768,0.997145,0.957257,0.998873,0.001762,720,0.001774,720,0.28125,720,103.0,720,,0,1e-06,720
21,0.9,nvfp4,0.1,720,False,native,720,0.973391,0.960783,0.98051,0.019727,0.968454,0.947665,0.985384,0.823312,0.992516,720,0.986516,0.979999,0.990159,0.01016,0.983881,0.97313,0.992638,0.903095,0.996244,0.001762,720,0.001808,720,0.585938,720,103.5,720,,0,0.105653,720
21,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973537,0.960783,0.980658,0.019875,0.96844,0.947281,0.985532,0.823437,0.992516,720,0.986591,0.979999,0.990234,0.010235,0.983873,0.972927,0.992713,0.90317,0.996244,0.001762,720,0.001801,720,0.585938,720,104.0,720,,0,0.105491,720
22,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992218,0.989963,0.993724,0.003762,0.991097,0.986806,0.994931,0.954633,0.997424,720,0.996094,0.994956,0.996852,0.001896,0.995524,0.993359,0.997459,0.97679,0.998711,0.000973,720,0.000923,720,0.371094,720,115.0,720,,0,1e-06,720
22,0.8,nvfp4,0.2,720,False,native,720,0.980063,0.972841,0.984795,0.011954,0.977075,0.963651,0.987263,0.923268,0.993046,720,0.989931,0.986233,0.992339,0.006106,0.988374,0.981489,0.993591,0.960103,0.996511,0.000973,720,0.000948,720,0.738281,720,115.0,720,,0,0.105594,720
22,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.980026,0.97273,0.984739,0.012009,0.977062,0.963724,0.987338,0.922917,0.992971,720,0.989912,0.986176,0.992311,0.006134,0.988367,0.981527,0.993629,0.959914,0.996473,0.000973,720,0.000927,720,0.734375,720,116.0,720,,0,0.105431,720
22,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988944,0.983757,0.992069,0.008312,0.98661,0.97654,0.994307,0.9194,0.998049,720,0.994441,0.991812,0.996019,0.004207,0.993238,0.988131,0.997145,0.958008,0.999023,0.00177,720,0.001774,720,0.277344,720,104.0,720,,0,1e-06,720
22,0.9,nvfp4,0.1,720,False,native,720,0.973318,0.960675,0.980842,0.020167,0.968587,0.947594,0.985695,0.823437,0.993262,720,0.986478,0.979943,0.990328,0.010385,0.98395,0.973092,0.992796,0.90317,0.99662,0.00177,720,0.001705,720,0.591797,720,102.0,720,,0,0.105594,720
22,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973171,0.960747,0.980805,0.020058,0.968572,0.94691,0.985695,0.823936,0.992814,720,0.986403,0.97998,0.990309,0.010329,0.983943,0.972731,0.992796,0.903471,0.996394,0.00177,720,0.00174,720,0.59375,720,104.5,720,,0,0.105431,720
23,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992218,0.989812,0.993875,0.004063,0.991103,0.98644,0.995006,0.954706,0.997576,720,0.996094,0.99488,0.996928,0.002048,0.995526,0.993174,0.997497,0.976828,0.998786,0.000938,720,0.000938,720,0.375,720,113.5,720,,0,1e-06,720
23,0.8,nvfp4,0.2,720,False,native,720,0.980026,0.972674,0.984645,0.011971,0.977088,0.963717,0.986896,0.92411,0.992293,720,0.989912,0.986148,0.992263,0.006115,0.988381,0.981523,0.993405,0.960558,0.996132,0.000938,720,0.000961,720,0.734375,720,113.0,720,,0,0.105559,720
23,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.97984,0.972674,0.984496,0.011822,0.977032,0.963724,0.986971,0.923829,0.992368,720,0.989817,0.986148,0.992188,0.00604,0.988352,0.981527,0.993443,0.960407,0.99617,0.000938,720,0.000935,720,0.738281,720,115.0,720,,0,0.105396,720
23,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988869,0.984348,0.991957,0.007609,0.98654,0.976071,0.994158,0.918985,0.997749,720,0.994404,0.992112,0.995962,0.00385,0.993202,0.987891,0.99707,0.957782,0.998873,0.001785,720,0.001743,720,0.277344,720,103.0,720,,0,1e-06,720
23,0.9,nvfp4,0.1,720,False,native,720,0.97361,0.960638,0.980694,0.020056,0.96861,0.947594,0.985532,0.829074,0.993411,720,0.986629,0.979924,0.990253,0.010329,0.983963,0.973092,0.992713,0.90655,0.996695,0.001785,720,0.00174,720,0.582031,720,102.5,720,,0,0.105559,720
23,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.97361,0.960963,0.980805,0.019842,0.96863,0.94748,0.985399,0.829702,0.992964,720,0.986629,0.980093,0.990309,0.010216,0.983974,0.973032,0.992646,0.906926,0.996469,0.001785,720,0.001709,720,0.582031,720,102.0,720,,0,0.105396,720
24,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992143,0.990038,0.9938,0.003762,0.991078,0.98629,0.995006,0.955285,0.997424,720,0.996056,0.994994,0.99689,0.001896,0.995514,0.993098,0.997497,0.977131,0.998711,0.000954,720,0.000946,720,0.373047,720,116.0,720,,0,1e-06,720
24,0.8,nvfp4,0.2,720,False,native,720,0.980026,0.972545,0.984515,0.011969,0.977022,0.963658,0.987196,0.925866,0.992293,720,0.989912,0.986082,0.992197,0.006115,0.988348,0.981493,0.993557,0.961506,0.996132,0.000954,720,0.000977,720,0.742188,720,113.0,720,,0,0.105504,720
24,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.979765,0.972472,0.984589,0.012118,0.976988,0.963643,0.987196,0.925726,0.992444,720,0.989779,0.986044,0.992235,0.006191,0.98833,0.981485,0.993557,0.961431,0.996208,0.000954,720,0.000984,720,0.738281,720,114.0,720,,0,0.105325,720
24,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988944,0.984644,0.99192,0.007276,0.986525,0.976394,0.994158,0.92231,0.99715,720,0.994441,0.992263,0.995944,0.003681,0.993195,0.988056,0.99707,0.959585,0.998573,0.001831,720,0.001762,720,0.277344,720,102.0,720,,0,1e-06,720
24,0.9,nvfp4,0.1,720,False,native,720,0.973171,0.96053,0.98051,0.01998,0.968498,0.946896,0.985103,0.831087,0.992814,720,0.986403,0.979868,0.990159,0.010291,0.983906,0.972724,0.992495,0.907752,0.996394,0.001831,720,0.00177,720,0.589844,720,104.0,720,,0,0.105504,720
24,0.9,nvfp4_sim,0.1,720,False,simulated,720,0.973244,0.960819,0.980584,0.019765,0.968545,0.947039,0.985236,0.831465,0.992516,720,0.986441,0.980018,0.990197,0.010179,0.98393,0.972799,0.992563,0.907978,0.996244,0.001831,720,0.001785,720,0.585938,720,104.0,720,,0,0.105325,720
25,0.8,fp8_e4m3,0.2,720,False,simulated,720,0.992218,0.990038,0.9938,0.003762,0.991139,0.98629,0.994931,0.958262,0.997576,720,0.996094,0.994994,0.99689,0.001896,0.995545,0.993098,0.997459,0.978686,0.998786,0.000954,720,0.000908,720,0.367188,720,113.0,720,,0,1e-06,720
25,0.8,nvfp4,0.2,720,False,native,720,0.979691,0.972527,0.984571,0.012044,0.976969,0.963439,0.987121,0.925304,0.993046,720,0.989741,0.986072,0.992225,0.006153,0.98832,0.981379,0.993519,0.961203,0.996511,0.000954,720,0.000919,720,0.742188,720,115.0,720,,0,0.105453,720
25,0.8,nvfp4_sim,0.2,720,False,simulated,720,0.979654,0.972398,0.98444,0.012042,0.976924,0.963504,0.987113,0.925023,0.993046,720,0.989722,0.986006,0.992159,0.006153,0.988297,0.981413,0.993515,0.961051,0.996511,0.000954,720,0.000927,720,0.746094,720,115.0,720,,0,0.105284,720
25,0.9,fp8_e4m3,0.1,720,False,simulated,720,0.988944,0.9842,0.992069,0.007869,0.986652,0.9761,0.994158,0.918017,0.997299,720,0.994441,0.992037,0.996019,0.003981,0.99326,0.987906,0.99707,0.957257,0.998648,0.001778,720,0.001762,720,0.277344,720,104.0,720,,0,1e-06,720
25,0.9,nvfp4,0.1,720,False,native,720,0.973683,0.96035,0.980363,0.020013,0.9685,0.94691,0.985236,0.829954,0.991771,720,0.986666,0.979774,0.990084,0.01031,0.983907,0.972731,0.992563,0.907076,0.995868,0.001778,720,0.001759,720,0.580078,720,102.5,720,,0,0.105453,720
