layer,timestep,n,insufficient_n,native_or_simulated,n_jaccard,jaccard_median,jaccard_q1,jaccard_q3,jaccard_iqr,jaccard_mean,jaccard_p10,jaccard_p90,jaccard_min,jaccard_max,n_recall,recall_median,recall_q1,recall_q3,recall_iqr,recall_mean,recall_p10,recall_p90,recall_min,recall_max,decision_margin_reference_median,n_decision_margin_reference,decision_margin_candidate_median,n_decision_margin_candidate,frac_query_blocks_changed_median,n_frac_query_blocks_changed,boundary_ties_median,n_boundary_ties,spearman_rho_median,n_spearman_rho,sat_frac_q_median,n_sat_frac_q
0,42,24,False,native,24,0.960191,0.950404,0.963311,0.012907,0.955977,0.947631,0.966587,0.919348,0.971587,24,0.979691,0.974571,0.981313,0.006741,0.977447,0.973111,0.98301,0.957979,0.985589,0.001042,24,0.001047,24,0.955078,24,0.0,24,,0,0.095285,24
0,43,24,False,native,24,0.956519,0.947038,0.964353,0.017315,0.954031,0.94684,0.966001,0.911417,0.970703,24,0.977776,0.972798,0.981853,0.009055,0.976414,0.972694,0.982706,0.953656,0.985133,0.000973,24,0.001085,24,0.949219,24,0.0,24,,0,0.094927,24
0,44,24,False,native,24,0.955288,0.946732,0.964573,0.017841,0.952191,0.941464,0.967321,0.907614,0.967981,24,0.977131,0.972637,0.981967,0.009329,0.975441,0.96985,0.983389,0.95157,0.98373,0.000991,24,0.001023,24,0.943359,24,0.0,24,,0,0.09442,24
0,45,24,False,native,24,0.951342,0.94354,0.961011,0.017471,0.948801,0.935977,0.964829,0.90417,0.967027,24,0.975064,0.97095,0.980118,0.009168,0.973655,0.96693,0.9821,0.949674,0.983237,0.000953,24,0.001047,24,0.960938,24,0.0,24,,0,0.093636,24
0,46,24,False,native,24,0.948206,0.940108,0.955368,0.01526,0.945941,0.927344,0.964755,0.899849,0.972029,24,0.973415,0.969129,0.977169,0.00804,0.972128,0.962303,0.982062,0.947285,0.985816,0.000963,24,0.001,24,0.966797,24,0.0,24,,0,0.092607,24
0,47,24,False,native,24,0.946373,0.939842,0.954332,0.01449,0.944499,0.92432,0.965121,0.894729,0.972177,24,0.972448,0.968987,0.976629,0.007642,0.971354,0.960672,0.982251,0.94444,0.985892,0.000944,24,0.001042,24,0.972656,24,0.0,24,,0,0.091023,24
0,48,24,False,native,24,0.946015,0.940411,0.95435,0.013939,0.943941,0.925093,0.962489,0.892078,0.968569,24,0.972258,0.96929,0.976638,0.007348,0.97106,0.961089,0.980886,0.942961,0.984034,0.001001,24,0.001055,24,0.962891,24,0.0,24,,0,0.089447,24
0,49,24,False,native,24,0.948386,0.938183,0.958136,0.019953,0.945809,0.932996,0.963146,0.898823,0.973136,24,0.97351,0.968105,0.97862,0.010515,0.972059,0.965337,0.981227,0.946716,0.986385,0.001019,24,0.000991,24,0.957031,24,0.0,24,,0,0.088911,24
1,0,24,False,native,24,0.976649,0.967083,0.97906,0.011977,0.973281,0.962168,0.980978,0.95485,0.982929,24,0.988186,0.983266,0.989419,0.006153,0.986443,0.980719,0.990397,0.976904,0.991391,0.001028,24,0.001022,24,0.798828,24,0.0,24,0.99969,24,0.101109,24
1,1,24,False,native,24,0.974392,0.968,0.9788,0.0108,0.972883,0.962168,0.980055,0.960082,0.981737,24,0.98703,0.98374,0.989286,0.005546,0.986243,0.980719,0.989927,0.979634,0.990784,0.001056,24,0.000958,24,0.816406,24,0.0,24,,0,0.100976,24
1,2,24,False,native,24,0.974872,0.967541,0.979877,0.012336,0.972581,0.957935,0.98071,0.95543,0.982333,24,0.987276,0.983503,0.989836,0.006333,0.986082,0.978516,0.990261,0.977207,0.991088,0.000978,24,0.000986,24,0.833984,24,0.0,24,,0,0.101126,24
1,3,24,False,native,24,0.973874,0.967431,0.979617,0.012186,0.97217,0.957049,0.980799,0.954054,0.983227,24,0.986764,0.983446,0.989703,0.006258,0.985868,0.978053,0.990306,0.976487,0.991543,0.001009,24,0.000956,24,0.839844,24,0.0,24,,0,0.101491,24
1,4,24,False,native,24,0.976131,0.967449,0.980174,0.012725,0.971749,0.952375,0.98237,0.946193,0.98375,24,0.987921,0.983455,0.989988,0.006533,0.985641,0.975607,0.991107,0.972353,0.991808,0.001057,24,0.001075,24,0.8125,24,0.0,24,,0,0.101703,24
1,5,24,False,native,24,0.975871,0.967339,0.980081,0.012742,0.971261,0.950952,0.982646,0.942752,0.984048,24,0.987788,0.983398,0.98994,0.006542,0.985383,0.97486,0.991247,0.970532,0.99196,0.000974,24,0.001061,24,0.796875,24,0.0,24,,0,0.101922,24
1,6,24,False,native,24,0.97539,0.966862,0.981309,0.014446,0.970954,0.952216,0.982065,0.938681,0.984197,24,0.987542,0.983152,0.990566,0.007414,0.985219,0.975523,0.990951,0.968371,0.992036,0.001014,24,0.001035,24,0.810547,24,0.0,24,,0,0.102169,24
1,7,24,False,native,24,0.975575,0.967009,0.981811,0.014802,0.97108,0.952622,0.983049,0.932996,0.987338,24,0.987637,0.983228,0.990822,0.007594,0.985274,0.975736,0.991452,0.965337,0.993629,0.000989,24,0.001028,24,0.8125,24,0.0,24,,0,0.102416,24
1,8,24,False,native,24,0.974651,0.966606,0.981942,0.015336,0.970912,0.952919,0.984115,0.933067,0.986739,24,0.987162,0.983019,0.990889,0.007869,0.985186,0.975891,0.991994,0.965375,0.993325,0.00104,24,0.001064,24,0.822266,24,0.0,24,,0,0.102599,24
1,9,24,False,native,24,0.974762,0.965708,0.982482,0.016773,0.970785,0.952009,0.984138,0.931439,0.987712,24,0.987219,0.982555,0.991164,0.008609,0.985116,0.975413,0.992005,0.964502,0.993818,0.001016,24,0.001011,24,0.820312,24,0.0,24,,0,0.102777,24
1,10,24,False,native,24,0.974096,0.963915,0.982426,0.018511,0.970435,0.95318,0.984735,0.930378,0.986964,24,0.986878,0.981625,0.991135,0.00951,0.984934,0.976028,0.992309,0.963934,0.993439,0.001008,24,0.001062,24,0.8125,24,0.0,24,0.999654,24,0.102938,24
1,11,24,False,native,24,0.975131,0.963623,0.982203,0.018579,0.970167,0.952166,0.98425,0.928825,0.987712,24,0.987409,0.981474,0.991021,0.009548,0.984791,0.975497,0.992062,0.963099,0.993818,0.001041,24,0.001026,24,0.806641,24,0.0,24,,0,0.103073,24
1,12,24,False,native,24,0.974761,0.964593,0.981421,0.016828,0.970006,0.953236,0.984698,0.92819,0.988087,24,0.987219,0.981976,0.990623,0.008647,0.984708,0.976058,0.99229,0.962758,0.994008,0.001055,24,0.001024,24,0.828125,24,0.0,24,,0,0.103181,24
1,13,24,False,native,24,0.974725,0.964776,0.981645,0.016869,0.970403,0.954162,0.985475,0.928966,0.987787,24,0.9872,0.982071,0.990737,0.008666,0.984914,0.976544,0.992684,0.963175,0.993856,0.000977,24,0.001074,24,0.808594,24,0.0,24,,0,0.103263,24
1,14,24,False,native,24,0.97502,0.963826,0.980677,0.016851,0.970286,0.955401,0.986208,0.927697,0.988237,24,0.987352,0.981578,0.990244,0.008666,0.984854,0.977192,0.993056,0.962492,0.994084,0.001036,24,0.00099,24,0.810547,24,0.0,24,,0,0.103306,24
1,15,24,False,native,24,0.97502,0.9637,0.980957,0.017257,0.9701,0.955155,0.985924,0.92812,0.988612,24,0.987352,0.981512,0.990386,0.008874,0.984759,0.977063,0.992912,0.96272,0.994273,0.001021,24,0.000977,24,0.824219,24,0.0,24,,0,0.103321,24
1,16,24,False,native,24,0.974355,0.963537,0.980585,0.017048,0.969571,0.953439,0.985752,0.927485,0.988012,24,0.987011,0.981426,0.990196,0.00877,0.984486,0.976164,0.992825,0.962379,0.99397,0.000977,24,0.001017,24,0.822266,24,0.0,24,,0,0.103324,24
1,17,24,False,native,24,0.973986,0.962642,0.979992,0.01735,0.969859,0.954314,0.986425,0.932075,0.988612,24,0.986821,0.980962,0.989893,0.008931,0.984637,0.976623,0.993166,0.964844,0.994273,0.001012,24,0.00103,24,0.824219,24,0.0,24,,0,0.103306,24
1,18,24,False,native,24,0.972841,0.962424,0.979547,0.017123,0.969655,0.954459,0.985535,0.934556,0.988537,24,0.986233,0.980848,0.989666,0.008818,0.984538,0.976699,0.992715,0.966171,0.994235,0.001021,24,0.001031,24,0.845703,24,0.0,24,,0,0.103259,24
1,19,24,False,native,24,0.972841,0.963027,0.979807,0.016781,0.970061,0.953135,0.986268,0.938253,0.988387,24,0.986233,0.981161,0.989798,0.008637,0.984751,0.976005,0.993086,0.968143,0.99416,0.001086,24,0.000966,24,0.863281,24,0.0,24,,0,0.103231,24
1,20,24,False,native,24,0.972914,0.962533,0.979531,0.016998,0.970418,0.951935,0.986814,0.94311,0.988987,24,0.986271,0.980905,0.989656,0.008751,0.984939,0.975375,0.993363,0.970722,0.994463,0.000955,24,0.00099,24,0.833984,24,0.0,24,0.999635,24,0.103205,24
1,21,24,False,native,24,0.971108,0.962986,0.979288,0.016302,0.970498,0.951019,0.986253,0.945332,0.986739,24,0.985342,0.981142,0.989533,0.008391,0.984987,0.974894,0.993079,0.971898,0.993325,0.001044,24,0.001035,24,0.865234,24,0.0,24,,0,0.103137,24
1,22,24,False,native,24,0.971513,0.963187,0.978973,0.015786,0.97056,0.951646,0.986402,0.947056,0.988162,24,0.985551,0.981246,0.989372,0.008125,0.98502,0.975224,0.993155,0.972808,0.994046,0.000959,24,0.000979,24,0.849609,24,0.0,24,,0,0.103043,24
1,23,24,False,native,24,0.97225,0.963514,0.979474,0.01596,0.970635,0.950276,0.986544,0.947343,0.987787,24,0.98593,0.981417,0.989628,0.008211,0.985056,0.974503,0.993227,0.97296,0.993856,0.000956,24,0.001005,24,0.833984,24,0.0,24,,0,0.102939,24
