layer,timestep,n,insufficient_n,native_or_simulated,n_jaccard,jaccard_median,jaccard_q1,jaccard_q3,jaccard_iqr,jaccard_mean,jaccard_p10,jaccard_p90,jaccard_min,jaccard_max,n_recall,recall_median,recall_q1,recall_q3,recall_iqr,recall_mean,recall_p10,recall_p90,recall_min,recall_max,decision_margin_reference_median,n_decision_margin_reference,decision_margin_candidate_median,n_decision_margin_candidate,frac_query_blocks_changed_median,n_frac_query_blocks_changed,boundary_ties_median,n_boundary_ties,spearman_rho_median,n_spearman_rho,sat_frac_q_median,n_sat_frac_q
0,0,24,False,native,24,0.959022,0.942265,0.966725,0.02446,0.954236,0.936432,0.972587,0.92231,0.974635,24,0.979079,0.970271,0.983079,0.012808,0.976512,0.967172,0.986103,0.959585,0.987154,0.001488,24,0.001606,24,0.722656,24,0.0,24,0.999272,24,0.096604,24
0,1,24,False,native,24,0.958801,0.943863,0.967196,0.023333,0.954251,0.934884,0.972294,0.921201,0.974342,24,0.978966,0.971116,0.983323,0.012207,0.976519,0.966346,0.985953,0.958984,0.987004,0.001494,24,0.001608,24,0.740234,24,0.0,24,,0,0.09667,24
0,2,24,False,native,24,0.953052,0.944461,0.965743,0.021282,0.953663,0.935728,0.970397,0.926483,0.976394,24,0.975962,0.971436,0.982572,0.011137,0.976224,0.966797,0.984976,0.961839,0.988056,0.001533,24,0.001515,24,0.777344,24,0.0,24,,0,0.096382,24
0,3,24,False,native,24,0.954845,0.944707,0.966615,0.021908,0.954751,0.932496,0.974342,0.926623,0.977862,24,0.976901,0.971567,0.983023,0.011456,0.976788,0.965069,0.987004,0.961914,0.988807,0.001559,24,0.001626,24,0.771484,24,0.0,24,,0,0.096028,24
0,4,24,False,native,24,0.958368,0.947626,0.968214,0.020587,0.956058,0.927181,0.9761,0.92523,0.97948,24,0.978741,0.973107,0.983849,0.010742,0.977458,0.962215,0.987906,0.961163,0.989633,0.001742,24,0.001729,24,0.75,24,0.0,24,,0,0.09569,24
0,5,24,False,native,24,0.957434,0.949555,0.966178,0.016623,0.956107,0.928158,0.977274,0.926623,0.980216,24,0.978253,0.974121,0.982797,0.008676,0.977489,0.96274,0.988507,0.961914,0.990009,0.001763,24,0.001643,24,0.751953,24,0.0,24,,0,0.095452,24
0,6,24,False,native,24,0.957936,0.947873,0.964945,0.017072,0.956183,0.929835,0.977715,0.929275,0.978156,24,0.978516,0.973238,0.982159,0.008921,0.977539,0.963642,0.988732,0.963341,0.988957,0.001684,24,0.001826,24,0.757812,24,0.0,24,,0,0.095203,24
0,7,24,False,native,24,0.957937,0.947979,0.964548,0.016569,0.955489,0.927041,0.9761,0.925508,0.978009,24,0.978516,0.973295,0.981952,0.008658,0.97717,0.962139,0.987906,0.961313,0.988882,0.001785,24,0.001728,24,0.777344,24,0.0,24,,0,0.095028,24
0,8,24,False,native,24,0.954127,0.948942,0.964219,0.015277,0.954729,0.932496,0.976687,0.9194,0.979185,24,0.976525,0.973802,0.981783,0.007982,0.976769,0.965069,0.988206,0.958008,0.989483,0.00176,24,0.001726,24,0.785156,24,0.0,24,,0,0.094885,24
0,9,24,False,native,24,0.955563,0.950262,0.966758,0.016496,0.955578,0.932216,0.976394,0.920092,0.978891,24,0.977276,0.974497,0.983098,0.008601,0.977214,0.964919,0.988056,0.958383,0.989333,0.001781,24,0.00164,24,0.769531,24,0.0,24,,0,0.094766,24
0,10,24,False,native,24,0.956784,0.951693,0.964871,0.013178,0.956059,0.933198,0.979038,0.919954,0.980658,24,0.977915,0.975248,0.982121,0.006873,0.977464,0.965445,0.989408,0.958308,0.990234,0.001743,24,0.001653,24,0.759766,24,0.0,24,0.999329,24,0.094698,24
0,11,24,False,native,24,0.955994,0.952159,0.962626,0.010467,0.955199,0.934603,0.97845,0.916085,0.978597,24,0.977502,0.975492,0.980957,0.005465,0.977013,0.966196,0.989108,0.956205,0.989183,0.001683,24,0.001729,24,0.767578,24,0.0,24,,0,0.094647,24
