arm,cfg_branch,sparsity,arm_label,ladder_position,representation,native_or_simulated,n_cells,jaccard_median,jaccard_iqr,jaccard_p05,recall_median,spearman_rho_median,frac_decisions_changed_median,frac_query_blocks_changed_median,swaps_per_query_block_median,jaccard_pooling_only_median,jaccard_vs_study1_arm_median,deployed_score_ties_median,deployed_score_ties_max,exact_ties_fp64_total,reference_margin_norm_fp64_median,changed_pair_gap_fp64_median,rel_l2_median,cosine_median,sparsification_error_median,wrong_mask_excess_median,wrong_mask_excess_iqr,wrong_mask_excess_p90,abs_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_p90,frac_cells_arm_worse_than_reference,random_matched_excess_median,isolation_ratio_median_of_medians,isolation_ratio_abs,frac_cells_random_worse_than_arm,pool_semantics,score_semantics
R4L,negative,0.95,"repr=bf16, pool=bf16/low, score=bf16/low",bf16_acc_bf16,bf16,native,21600,0.9340403893651025,0.0424681943043973,0.8412171507607192,0.9658954326923077,0.999666034762845,0.0034637451171875,0.69140625,0.88671875,0.9753672651728743,0.92536881689326,81.0,238,0,0.0024341969873444883,0.006431442599600431,0.27824893593788147,0.9679893255233765,0.2781998813152313,5.4698437452316284e-05,0.0012463964521884918,0.001839292049407959,0.0023295940304966494,0.014497233002883924,0.5313888888888889,0.0025502294301986694,46.62344207587005,46.62344207587005,0.6676851851851852,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R4L,positive,0.8,"repr=bf16, pool=bf16/low, score=bf16/low",bf16_acc_bf16,bf16,native,21600,0.9718815435237811,0.016636287546826445,0.9335631003886485,0.9857402912621359,0.9996727107739414,0.0057373046875,0.8671875,1.46875,0.9862152084667244,0.9663671277825422,102.0,249,0,0.001102686771916826,0.0055469958632149005,0.10561933368444443,0.9953473508358002,0.10559626668691635,-8.760020136833191e-06,0.00031014159321784973,0.00036426931619644166,0.0016514191881092937,0.010394830271563162,0.47574074074074074,0.0016028396785259247,-182.97214543908143,182.97214543908143,0.6787037037037037,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R4L,positive,0.9,"repr=bf16, pool=bf16/low, score=bf16/low",bf16_acc_bf16,bf16,native,21600,0.9567837718653536,0.02653529408963262,0.8946769143182465,0.9779146634615384,0.9996727107739414,0.004486083984375,0.7890625,1.1484375,0.982427401340283,0.9503333089150978,93.0,248,0,0.0016785790207867772,0.006176541203977469,0.17788151651620865,0.9869012534618378,0.17773617058992386,3.2782554626464844e-07,0.0006414768286049366,0.000904073752462864,0.001972478232601719,0.01214061797849465,0.5006944444444444,0.0016569718718528748,5054.431818181818,5054.431818181818,0.6665740740740741,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R4L,positive,0.95,"repr=bf16, pool=bf16/low, score=bf16/low",bf16_acc_bf16,bf16,native,21600,0.9337594421847762,0.04301465945136784,0.8442781934053756,0.9657451923076923,0.9996727107739414,0.00347900390625,0.6953125,0.890625,0.9753672651728743,0.9250903832248735,81.0,234,0,0.002412888544206732,0.006429563727897459,0.27625317871570587,0.9685773849487305,0.27634379267692566,2.3320317268371582e-05,0.0012481734156608582,0.0018314182758331298,0.0023752488415299954,0.014826776414762604,0.5134722222222222,0.0025045648217201233,107.39840255591054,107.39840255591054,0.6687037037037037,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R5,negative,0.8,"repr=nvfp4, pool=bf16/native, score=bf16/native",bf16_acc_fp32,nvfp4,native,21600,0.9798025303149754,0.01209650790923178,0.9544881773033873,0.9897982402912622,0.9997554435529299,0.0041046142578125,0.75390625,1.05078125,0.9808436314464937,0.9943274212456983,103.0,247,0,0.0010884809151636746,0.0034424528049906856,0.10656090825796127,0.9952539801597595,0.10638872161507607,2.3791566491127014e-05,0.0002960655838251114,0.0005349427461624146,0.0015801837104766226,0.011183258977660291,0.5638888888888889,0.0010877996683120728,45.72206999138808,45.72206999138808,0.6764814814814815,pool=bf16_values_torch_sum_acc_fp32,score=bf16_values_torch_matmul_acc_fp32
R5,negative,0.9,"repr=nvfp4, pool=bf16/native, score=bf16/native",bf16_acc_fp32,nvfp4,native,21600,0.9728788440163023,0.0176517933164142,0.9367134647559467,0.9862530048076923,0.9997554435529299,0.0027923583984375,0.59375,0.71484375,0.9747811897344608,0.9907282787498131,93.0,242,0,0.001667795173045388,0.0032582009550374044,0.17928507924079895,0.9866480231285095,0.1793055236339569,4.21963632106781e-05,0.0005410650046542287,0.0010111570358276368,0.001620605524429781,0.010644823701352798,0.5583796296296296,0.0009402930736541748,22.283746799682174,22.283746799682174,0.6572685185185185,pool=bf16_values_torch_sum_acc_fp32,score=bf16_values_torch_matmul_acc_fp32
R5,negative,0.95,"repr=nvfp4, pool=bf16/native, score=bf16/native",bf16_acc_fp32,nvfp4,native,21600,0.9608189718662542,0.02335075463681413,0.9176029962546817,0.9800180288461539,0.9997554435529299,0.0020294189453125,0.46875,0.51953125,0.9645808736717828,0.9847920083494857,81.0,236,0,0.0024341969873444883,0.0030668772858607933,0.27856266498565674,0.9678925275802612,0.2781998813152313,0.00013113394379615784,0.0009635835886001587,0.001962733268737793,0.0017690869844735036,0.01205597148654661,0.5980092592592593,0.0012968182563781738,9.88926450953098,9.88926450953098,0.6509259259259259,pool=bf16_values_torch_sum_acc_fp32,score=bf16_values_torch_matmul_acc_fp32
R5,positive,0.8,"repr=nvfp4, pool=bf16/native, score=bf16/native",bf16_acc_fp32,nvfp4,native,21600,0.9803229440480661,0.011731163024922497,0.9560794584374375,0.990063713592233,0.9997638811141208,0.003997802734375,0.7421875,1.0234375,0.9813645927261797,0.994402843960366,103.0,250,0,0.001102686771916826,0.0033941341470359295,0.10567193850874901,0.9953429996967316,0.10559626668691635,1.7765909433364868e-05,0.0002854457125067711,0.0005116008222103118,0.0015703099808594728,0.01093402056609318,0.5523611111111111,0.001071479171514511,60.31096665967708,60.31096665967708,0.6767592592592593,pool=bf16_values_torch_sum_acc_fp32,score=bf16_values_torch_matmul_acc_fp32
R5,positive,0.9,"repr=nvfp4, pool=bf16/native, score=bf16/native",bf16_acc_fp32,nvfp4,native,21600,0.9730250481695568,0.017220501651300846,0.9384055333090645,0.986328125,0.9997638811141208,0.002777099609375,0.58984375,0.7109375,0.9750741839762611,0.9907282787498131,92.0,246,0,0.0016785790207867772,0.0032209563601213647,0.1779053658246994,0.9869338870048523,0.17773617058992386,3.623589873313904e-05,0.0005140099674463272,0.0009279884397983551,0.0015879505786814707,0.010336148904128062,0.5509259259259259,0.0009116306900978088,25.15821938932867,25.15821938932867,0.6608333333333334,pool=bf16_values_torch_sum_acc_fp32,score=bf16_values_torch_matmul_acc_fp32
R5,positive,0.95,"repr=nvfp4, pool=bf16/native, score=bf16/native",bf16_acc_fp32,nvfp4,native,21600,0.9608189718662542,0.022774153338677938,0.9184320507277706,0.9800180288461539,0.9997638811141208,0.0020294189453125,0.46875,0.51953125,0.9642909842113029,0.9847920083494857,81.0,239,0,0.002412888544206732,0.003042055681191873,0.27645623683929443,0.9685440361499786,0.27634379267692566,0.0001008249819278717,0.0009414870291948318,0.0017692625522613525,0.001769849454025931,0.011841753702791979,0.5806018518518519,0.0012686550617218018,12.582745242933678,12.582745242933678,0.6531481481481481,pool=bf16_values_torch_sum_acc_fp32,score=bf16_values_torch_matmul_acc_fp32
R5L,negative,0.8,"repr=nvfp4, pool=bf16/low, score=bf16/low",bf16_acc_bf16,nvfp4,native,21600,0.9652679436535738,0.021255014871137567,0.9184366139722862,0.9823270631067961,0.9994207078909874,0.007110595703125,0.91796875,1.8203125,0.9761672787229259,0.9706289002653115,103.0,249,0,0.0010884809151636746,0.00700501832294378,0.10656231641769409,0.9952546060085297,0.10638872161507607,2.5602057576179504e-05,0.0004250630736351013,0.0006723849102854729,0.002298632376721667,0.015824490785966355,0.5515277777777777,0.0019578244537115097,76.47137140778464,76.47137140778464,0.6738888888888889,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R5L,negative,0.9,"repr=nvfp4, pool=bf16/low, score=bf16/low",bf16_acc_bf16,nvfp4,native,21600,0.9490483162518302,0.03226121809077476,0.8771769019248395,0.9738581730769231,0.9994207078909874,0.00531005859375,0.84375,1.359375,0.9683572379121692,0.9549159262794625,92.0,245,0,0.001667795173045388,0.007571723126724246,0.17942437529563904,0.9866676330566406,0.1793055236339569,4.480406641960144e-05,0.0008290912955999374,0.0012753844261169434,0.0024639968105865055,0.017717710655961318,0.5421759259259259,0.0019261166453361511,42.98977301072587,42.98977301072587,0.6656944444444445,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R5L,negative,0.95,"repr=nvfp4, pool=bf16/low, score=bf16/low",bf16_acc_bf16,nvfp4,native,21600,0.9231436001155735,0.045887519187097325,0.8283202856750448,0.9600360576923077,0.9994207078909874,0.004058837890625,0.75390625,1.0390625,0.9556339062729543,0.9309544531476647,81.0,239,0,0.0024341969873444883,0.007740524286498761,0.2789556235074997,0.9679260849952698,0.2781998813152313,0.00010341405868530273,0.001532076857984066,0.0024462461471557615,0.002851253514345125,0.01994024350093689,0.5455555555555556,0.0028150202706456184,27.22086635446686,27.22086635446686,0.6669444444444445,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R5L,positive,0.8,"repr=nvfp4, pool=bf16/low, score=bf16/low",bf16_acc_bf16,nvfp4,native,21600,0.9657807432810228,0.02033825597596617,0.921305741766249,0.982592536407767,0.999444721190159,0.0070037841796875,0.9140625,1.79296875,0.9767598770522528,0.9709234966550809,103.0,247,0,0.001102686771916826,0.006957012316033431,0.1057148166000843,0.9953444600105286,0.10559626668691635,2.08122655749321e-05,0.000407408457249403,0.0006261337548494339,0.0022105712589360242,0.015795458898117908,0.544212962962963,0.0019684918224811554,94.5832550230456,94.5832550230456,0.6761574074074074,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R5L,positive,0.9,"repr=nvfp4, pool=bf16/low, score=bf16/low",bf16_acc_bf16,nvfp4,native,21600,0.9490483162518302,0.03170192677530437,0.8819471201641619,0.9738581730769231,0.999444721190159,0.00531005859375,0.84375,1.359375,0.9687939066775124,0.9549159262794625,93.0,247,0,0.0016785790207867772,0.007539691271281677,0.17790880799293518,0.9869082868099213,0.17773617058992386,3.771483898162842e-05,0.0007946370169520378,0.001233423873782158,0.002425686114549437,0.01684271569450908,0.5345833333333333,0.0018884502351284027,50.071809561438165,50.071809561438165,0.6661111111111111,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R5L,positive,0.95,"repr=nvfp4, pool=bf16/low, score=bf16/low",bf16_acc_bf16,nvfp4,native,21600,0.9228658096201069,0.04533450217991719,0.8333562870128082,0.9598858173076923,0.999444721190159,0.0040740966796875,0.7578125,1.04296875,0.9556339062729543,0.9303944315545244,81.0,234,0,0.002412888544206732,0.007698898571717877,0.2762443423271179,0.9685782492160797,0.27634379267692566,9.192712604999542e-05,0.0015169698745012283,0.0023928992450237274,0.0028720111009045606,0.020052712926323497,0.540787037037037,0.0028114542365074158,30.58351062752011,30.58351062752011,0.6696296296296296,pool=bf16_values_sequential_acc_bf16,score=bf16_values_sequential_rank1_acc_bf16
R6,negative,0.8,"repr=bf16, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,bf16,native,21600,0.9687896662435601,0.013654976378095096,0.935124027594305,0.9841474514563107,0.999325605301427,0.006378173828125,0.8984375,1.6328125,0.9687896662435601,0.9636580280011915,0.0,1,0,0.0010884809151636746,0.00617926351864351,0.1066402792930603,0.9952698349952698,0.10638872161507607,1.5480443835258484e-05,0.0002991901710629463,0.00045930594205856323,0.0015947504311449008,0.010039224093165303,0.5418055555555555,0.0017699096351861954,114.33196967873901,114.33196967873901,0.6627777777777778,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R6,negative,0.9,"repr=bf16, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,bf16,native,21600,0.9595201295355855,0.020001472680373777,0.9094886322886035,0.9793419471153846,0.999325605301427,0.0041961669921875,0.765625,1.07421875,0.9595201295355855,0.9529083840680701,0.0,1,0,0.001667795173045388,0.005634928847248064,0.1792125627398491,0.9866730570793152,0.1793055236339569,2.539064735174179e-05,0.0005511082708835602,0.0008174538612365723,0.0016543960702331026,0.010306979742891402,0.5366666666666666,0.0015105903148651123,59.49396618127132,59.49396618127132,0.6541203703703704,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R6,negative,0.95,"repr=bf16, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,bf16,native,21600,0.9430740037950665,0.027420288572341467,0.8818207520497596,0.970703125,0.999325605301427,0.0029754638671875,0.62890625,0.76171875,0.9430740037950665,0.9343214181923859,0.0,1,0,0.0024341969873444883,0.0052362634338209086,0.2781078964471817,0.9679331183433533,0.2781998813152313,1.3649463653564453e-05,0.0010153800249099731,0.001416075322777033,0.00189481183776337,0.011526717140647087,0.5093055555555556,0.0020720958709716797,151.80786026200875,151.80786026200875,0.6631944444444444,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R6,positive,0.8,"repr=bf16, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,bf16,native,21600,0.969524947714371,0.01278448285355338,0.9381109886071297,0.9845266990291263,0.999334940987409,0.0062255859375,0.89453125,1.59375,0.969524947714371,0.9645358366860378,0.0,1,0,0.001102686771916826,0.006116686136457243,0.10568670183420181,0.9953460693359375,0.10559626668691635,1.821061596274376e-05,0.0002883700653910637,0.00046231672167778014,0.001605131968700868,0.009984832043081787,0.5525462962962963,0.00175456702709198,96.34858209527707,96.34858209527707,0.6666203703703704,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R6,positive,0.9,"repr=bf16, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,bf16,native,21600,0.9599528857479388,0.01957983936650176,0.9130559747071926,0.9795673076923077,0.999334940987409,0.004150390625,0.76171875,1.0625,0.9599528857479388,0.9533382245047689,0.0,1,0,0.0016785790207867772,0.005582102693760456,0.17779144644737244,0.9869210720062256,0.17773617058992386,1.9895844161510468e-05,0.0005532093346118927,0.0008214965462684631,0.0016657626061243234,0.010491784032861516,0.5264351851851852,0.001483723521232605,74.5745447736741,74.5745447736741,0.6564351851851852,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R6,positive,0.95,"repr=bf16, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,bf16,native,21600,0.9430740037950665,0.026862695693094074,0.8831517895034657,0.970703125,0.999334940987409,0.0029754638671875,0.62890625,0.76171875,0.9430740037950665,0.9340403893651025,0.0,2,0,0.002412888544206732,0.005198523926919907,0.2761620283126831,0.9685876369476318,0.27634379267692566,5.0067901611328125e-06,0.0010403129272162914,0.0014453783631324768,0.0019623563436073485,0.011622598088105318,0.5034722222222222,0.0020566806197166443,410.7782738095238,410.7782738095238,0.6641203703703704,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R7,negative,0.8,"repr=nvfp4, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,nvfp4,native,21600,0.9635118028148038,0.017949965174409055,0.9255148240105155,0.9814168689320388,0.9991103178729661,0.007476806640625,0.93359375,1.9140625,0.9635118028148038,0.9687161682905887,0.0,1,0,0.0010884809151636746,0.007407337067561951,0.10661494731903076,0.995235949754715,0.10638872161507607,5.497783422470093e-05,0.0004041660577058792,0.0007189512252807617,0.0021954647312050573,0.015151173854534194,0.5968518518518519,0.002041468396782875,37.1325721642499,37.1325721642499,0.6614351851851852,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R7,negative,0.9,"repr=nvfp4, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,nvfp4,native,21600,0.9526219288595527,0.025706614337960287,0.8969718560741005,0.9757361778846154,0.9991103178729661,0.0049285888671875,0.82421875,1.26171875,0.9526219288595527,0.9595201295355855,0.0,1,0,0.001667795173045388,0.006805547219255142,0.1794940084218979,0.9866672158241272,0.1793055236339569,6.713904440402985e-05,0.000719613628461957,0.001205945946276188,0.0021496264530453182,0.014802521500092581,0.5681481481481482,0.0017101839184761047,25.472270772645306,25.472270772645306,0.6530555555555555,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R7,negative,0.95,"repr=nvfp4, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,nvfp4,native,21600,0.9337594421847762,0.03304369279153341,0.8691378826172423,0.9657451923076923,0.9991103178729661,0.00347900390625,0.69140625,0.890625,0.9337594421847762,0.9427904261529481,0.0,1,0,0.0024341969873444883,0.006317736047163338,0.27855533361434937,0.967910647392273,0.2781998813152313,9.641051292419434e-05,0.0012587886303663254,0.002042369544506073,0.002339337603152499,0.016325727996944477,0.5515277777777777,0.0023528337478637695,24.404327666151467,24.404327666151467,0.6576851851851852,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R7,positive,0.8,"repr=nvfp4, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,nvfp4,native,21600,0.9644626559880797,0.017090848281127835,0.9281901279707496,0.981909890776699,0.9991305048907174,0.0072784423828125,0.9296875,1.86328125,0.9644626559880797,0.9693778474867428,0.0,1,0,0.001102686771916826,0.007316283135220909,0.10573532804846764,0.9953379929065704,0.10559626668691635,5.138549022376537e-05,0.000388510525226593,0.0007244721055030823,0.0021758497723845826,0.015123301620353708,0.5989814814814814,0.002002956345677376,38.97902573187917,38.97902573187917,0.6628240740740741,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R7,positive,0.9,"repr=nvfp4, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,nvfp4,native,21600,0.9531949233365123,0.025150042329443845,0.9011710939731505,0.9760366586538461,0.9991305048907174,0.0048675537109375,0.8203125,1.24609375,0.9531949233365123,0.9598086124401913,0.0,1,0,0.0016785790207867772,0.006737170115042089,0.17792139947414398,0.986916184425354,0.17773617058992386,6.932765245437622e-05,0.0007025096565485001,0.0012131955474615097,0.002138934981349716,0.014849697748089691,0.5686574074074074,0.0016799718141555786,24.23234819989253,24.23234819989253,0.6533796296296296,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R7,positive,0.95,"repr=nvfp4, pool=fp32+fp8_e4m3/native, score=fp8_e4m3/native",fp8,nvfp4,native,21600,0.9337594421847762,0.032208151914218885,0.8704510327385135,0.9657451923076923,0.9991305048907174,0.00347900390625,0.69140625,0.890625,0.9337594421847762,0.9427904261529481,0.0,1,0,0.002412888544206732,0.006264850088403251,0.276271253824234,0.9685982763767242,0.27634379267692566,8.624792098999023e-05,0.0012399926781654358,0.0019997179508209227,0.002365744512417511,0.01594365259599101,0.5464814814814815,0.0023415014147758484,27.148496890117485,27.148496890117485,0.6609259259259259,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_fp8_e4m3_per_head_amax,score=fp8_e4m3_torch_scaled_mm_acc_fp32_native
R8,negative,0.8,"repr=bf16, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,bf16,simulated,21600,0.9105861894065648,0.031074068556621648,0.8372352285395763,0.9532008495145631,0.9942612469630292,0.018829345703125,1.0,4.8203125,0.9105861894065648,0.9119022586375666,0.0,5,0,0.0010884809151636746,0.021245816915776924,0.10709406435489655,0.9952074289321899,0.10638872161507607,0.00023292750120162964,0.0010642013512551785,0.0017806172370910644,0.006778681248743115,0.03512125427346554,0.6443055555555556,0.005438059568405151,23.346575824457027,23.346575824457027,0.6579166666666667,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R8,negative,0.9,"repr=bf16, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,bf16,simulated,21600,0.8872899978733962,0.0498979685499461,0.7743418860379874,0.9402794471153846,0.9942612469630292,0.0121307373046875,0.98828125,3.10546875,0.8872899978733962,0.8891648336053359,0.0,3,0,0.001667795173045388,0.019993365563216695,0.17953134328126907,0.9866012334823608,0.1793055236339569,0.00031338632106781006,0.001962839625775814,0.0029113441705703735,0.006560827111691395,0.03699145847245702,0.6034722222222222,0.004568509757518768,14.577885026865104,14.577885026865104,0.6588888888888889,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R8,negative,0.95,"repr=bf16, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,bf16,simulated,21600,0.8491457146825948,0.06974495157705374,0.7071043857399333,0.9184194711538461,0.9942612469630292,0.0082855224609375,0.953125,2.12109375,0.8491457146825948,0.8514603616133519,0.0,2,0,0.0024341969873444883,0.018589446960961348,0.278337761759758,0.9679265916347504,0.2781998813152313,0.0002595260739326477,0.003466390073299408,0.004432991147041321,0.006858533907805938,0.03647021741139815,0.5483796296296296,0.0059289634227752686,22.845347802371315,22.845347802371315,0.6798611111111111,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R8,positive,0.8,"repr=bf16, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,bf16,simulated,21600,0.9116250407800776,0.029127113188916365,0.8446223292856775,0.9537697208737864,0.9943324853829754,0.0186004638671875,1.0,4.76171875,0.9116250407800776,0.9128731546302006,0.0,4,0,0.001102686771916826,0.021113298058986367,0.10604717209935188,0.995286762714386,0.10559626668691635,0.00022659823298454285,0.0010262364521622658,0.001796264573931694,0.006643899360428272,0.03466554448421168,0.6458796296296296,0.005381185561418533,23.747694280500436,23.747694280500436,0.6592592592592592,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R8,positive,0.9,"repr=bf16, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,bf16,simulated,21600,0.8876914350538854,0.04734862628201608,0.7863660762211488,0.9405048076923077,0.9943324853829754,0.0120849609375,0.98828125,3.09375,0.8876914350538854,0.8897011853218824,0.0,3,0,0.0016785790207867772,0.019866927052885276,0.1781388446688652,0.9868149161338806,0.17773617058992386,0.00031763315200805664,0.0019285231828689575,0.00297505185008049,0.00649221343301856,0.037473199159279415,0.6108333333333333,0.004449658095836639,14.008796209420154,14.008796209420154,0.6585648148148148,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R8,positive,0.95,"repr=bf16, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,bf16,simulated,21600,0.8488888888888889,0.06876409818597351,0.7161273688281552,0.9182692307692307,0.9943324853829754,0.00830078125,0.95703125,2.125,0.8488888888888889,0.8509454949944383,0.0,3,0,0.002412888544206732,0.018479576948088685,0.2760300040245056,0.9686241447925568,0.27634379267692566,0.0002852529287338257,0.0033614933490753174,0.004408860579133034,0.006678369007400262,0.03581632173699547,0.554074074074074,0.005918651819229126,20.748785456824947,20.748785456824947,0.6800925925925926,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R9,negative,0.8,"repr=nvfp4, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,nvfp4,simulated,21600,0.908442803893895,0.031562578261347896,0.8345508940374314,0.9520251820388349,0.9940279644271042,0.0193023681640625,1.0,4.94140625,0.908442803893895,0.9128731546302006,0.0,4,0,0.0010884809151636746,0.021791599746252936,0.10722700133919716,0.9951886236667633,0.10638872161507607,0.00027990806847810745,0.001162093598395586,0.0021667711436748503,0.007483811681577652,0.04254198601667427,0.6630092592592592,0.0056042857468128204,20.021879959673797,20.021879959673797,0.6559259259259259,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R9,negative,0.9,"repr=nvfp4, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,nvfp4,simulated,21600,0.8846181071706661,0.050994841307768324,0.7690365448504983,0.9387770432692307,0.9940279644271042,0.0124359130859375,0.98828125,3.18359375,0.8846181071706661,0.8900365622080291,0.0,3,0,0.001667795173045388,0.020520801200898525,0.17974357306957245,0.9865695536136627,0.1793055236339569,0.00038094259798526764,0.0020916005596518517,0.0033347636461257936,0.0070834664073103504,0.042218120892968586,0.6175925925925926,0.004671066999435425,12.261865761770416,12.261865761770416,0.6590277777777778,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R9,negative,0.95,"repr=nvfp4, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,nvfp4,simulated,21600,0.8465806630600639,0.07130109120630446,0.7044814340588988,0.9169170673076923,0.9940279644271042,0.0084381103515625,0.95703125,2.16015625,0.8465806630600639,0.8527487821851079,0.0,3,0,0.0024341969873444883,0.019079985814526672,0.27820222079753876,0.9679303765296936,0.2781998813152313,0.0003426671028137207,0.003716135863214731,0.004765361547470093,0.007337935692356159,0.03971199060400959,0.5627314814814814,0.006104975938796997,17.816054966081058,17.816054966081058,0.6774537037037037,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R9,positive,0.8,"repr=nvfp4, pool=fp32+nvfp4/native, score=fp32/native",nvfp4_like,nvfp4,simulated,21600,0.9095484665242423,0.03016861688040684,0.8420450557407996,0.9526319781553398,0.9941412123696116,0.0190582275390625,1.0,4.87890625,0.9095484665242423,0.9138450371983307,0.0,4,0,0.001102686771916826,0.021632499870152384,0.10603983327746391,0.9952670931816101,0.10559626668691635,0.0002694802824407816,0.0011283229105174541,0.0021089456975460054,0.007276237359098657,0.04115985937458033,0.66,0.005520770326256752,20.486732002256765,20.486732002256765,0.6598148148148149,pool=fp32_values_torch_sum_acc_fp32+pooled_rounded_to_nvfp4_e2m1_per16_e4m3_sf,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
