arm,timestep,sparsity,arm_label,ladder_position,representation,native_or_simulated,n_cells,jaccard_median,jaccard_iqr,jaccard_p05,recall_median,spearman_rho_median,frac_decisions_changed_median,frac_query_blocks_changed_median,swaps_per_query_block_median,jaccard_pooling_only_median,jaccard_vs_study1_arm_median,deployed_score_ties_median,deployed_score_ties_max,exact_ties_fp64_total,reference_margin_norm_fp64_median,changed_pair_gap_fp64_median,rel_l2_median,cosine_median,sparsification_error_median,wrong_mask_excess_median,wrong_mask_excess_iqr,wrong_mask_excess_p90,abs_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_p90,frac_cells_arm_worse_than_reference,random_matched_excess_median,isolation_ratio_median_of_medians,isolation_ratio_abs,frac_cells_random_worse_than_arm,pool_semantics,score_semantics
R1,48,0.8,"repr=nvfp4, pool=fp64/native, score=fp64/native",fp64,nvfp4,native,7200,0.9816251768385363,0.010799374135625373,0.9566636984268329,0.9907273968446602,0.9997447611689956,0.00373077392578125,0.71875,0.955078125,0.9816251768385363,,0.0,0,0,0.0010960815615486553,0.003118350654763751,0.058659931644797325,0.9985554814338684,0.05834735557436943,4.6807341277599335e-05,0.00023694895207881927,0.0007066473364830018,0.002493649622379649,0.014779570609066562,0.6569444444444444,0.004264558665454388,91.10875664060168,91.10875664060168,0.8844444444444445,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R1,48,0.9,"repr=nvfp4, pool=fp64/native, score=fp64/native",fp64,nvfp4,native,7200,0.9772744151503899,0.014649913535301318,0.9420818440440586,0.9885066105769231,0.9997447611689956,0.0023345947265625,0.5234375,0.59765625,0.9772744151503899,,0.0,0,0,0.0017686845365479846,0.002790034220691972,0.1118469126522541,0.9948768615722656,0.11174986511468887,6.36167824268341e-05,0.000418003648519516,0.001041954755783081,0.0020807401893949916,0.015789317869340107,0.6130555555555556,0.002814333885908127,44.238859284417636,44.238859284417636,0.8690277777777777,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R1,48,0.95,"repr=nvfp4, pool=fp64/native, score=fp64/native",fp64,nvfp4,native,7200,0.9680662329982259,0.017704510543427254,0.9298347347057117,0.9837740384615384,0.9997447611689956,0.00164794921875,0.39453125,0.421875,0.9680662329982259,,0.0,0,0,0.002556319982170172,0.0025527833730921825,0.19953040778636932,0.9839844107627869,0.19980139285326004,0.00010201334953308105,0.0007223710417747498,0.0015365570783615113,0.0019451914850544432,0.0157843602634724,0.6022222222222222,0.003001682460308075,29.424408413672218,29.424408413672218,0.8581944444444445,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R2,0,0.8,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999991268818,0.0,0.0,0.0,1.0,0.977464050041714,0.0,1,0,0.0010528954075032762,5.869569880301281e-08,0.165190190076828,0.9880440533161163,0.165190190076828,0.0,0.0,0.0,0.0,0.0,0.005138888888888889,0.0,,,0.008194444444444445,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,0,0.9,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999991268818,0.0,0.0,0.0,1.0,0.9687939066775124,0.0,1,0,0.001541732870714268,1.3199840385689717e-07,0.2432190403342247,0.9757794141769409,0.2432190403342247,0.0,0.0,0.0,0.0,0.0,0.004861111111111111,0.0,,,0.0018055555555555555,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,0,0.95,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999991268818,0.0,0.0,0.0,1.0,0.9579349904397706,0.0,1,0,0.0023599997629232742,1.6252221141877796e-07,0.33297792077064514,0.9555562436580658,0.33297792077064514,0.0,0.0,0.0,0.0,0.0,0.002638888888888889,0.0,,,0.00375,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,1,0.8,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999991268818,0.0,0.0,0.0,1.0,0.9792823900315268,0.0,1,0,0.0010765867599098426,8.043190062581007e-08,0.15605959296226501,0.989715039730072,0.15605959296226501,0.0,0.0,0.0,0.0,0.0,0.0043055555555555555,0.0,,,0.005,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,1,0.9,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999991268818,0.0,0.0,0.0,1.0,0.9714179933358016,0.0,1,0,0.0015726792387741884,1.0734611698669175e-07,0.23927844315767288,0.9764266014099121,0.23927844315767288,0.0,0.0,0.0,0.0,0.0,0.004027777777777778,0.0,,,0.003472222222222222,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,1,0.95,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999991268818,0.0,0.0,0.0,1.0,0.9613967879770149,0.0,1,0,0.002382271914581892,7.786265617524722e-08,0.34132105112075806,0.9537017047405243,0.34132105112075806,0.0,0.0,0.0,0.0,0.0,0.0030555555555555557,0.0,,,0.004027777777777778,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,10,0.8,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999992578494,0.0,0.0,0.0,1.0,0.9827800127833967,0.0,1,0,0.0011159697270501589,5.976638389170951e-08,0.11415119469165802,0.9947056174278259,0.11415119469165802,0.0,0.0,0.0,0.0,0.0,0.002638888888888889,0.0,,,0.0033333333333333335,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,10,0.9,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999992578494,0.0,0.0,0.0,1.0,0.9763937346893327,0.0,1,0,0.0016857119040841078,1.1195415739458457e-07,0.19070332497358322,0.9850448071956635,0.19070332497358322,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,,,0.003611111111111111,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,10,0.95,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999992578494,0.0,0.0,0.0,1.0,0.9654510556621881,0.0,1,0,0.002363423657726173,6.814639342685765e-08,0.2945808917284012,0.9650269448757172,0.2945808917284012,0.0,0.0,0.0,0.0,0.0,0.002361111111111111,0.0,,,0.00375,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,25,0.8,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999993015054,0.0,0.0,0.0,1.0,0.9829291220154164,0.0,1,0,0.0011188803158806787,5.224236267825741e-08,0.09229132533073425,0.9964489042758942,0.09229132533073425,0.0,0.0,0.0,0.0,0.0,0.004722222222222222,0.0,,,0.004166666666666667,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
R2,25,0.9,"repr=bf16, pool=fp32/native, score=fp32/native",fp32,bf16,native,7200,1.0,0.0,1.0,1.0,0.9999999993015054,0.0,0.0,0.0,1.0,0.9777150497697222,0.0,1,0,0.0017155456359580728,6.220870575291079e-08,0.16185276210308075,0.9890401661396027,0.16185276210308075,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,,,0.0020833333333333333,pool=fp32_values_torch_sum_acc_fp32,score=fp32_values_torch_matmul_acc_fp32_tf32_disabled
