arm,layer,sparsity,arm_label,ladder_position,representation,native_or_simulated,n_cells,jaccard_median,jaccard_iqr,jaccard_p05,recall_median,spearman_rho_median,frac_decisions_changed_median,frac_query_blocks_changed_median,swaps_per_query_block_median,jaccard_pooling_only_median,jaccard_vs_study1_arm_median,deployed_score_ties_median,deployed_score_ties_max,exact_ties_fp64_total,reference_margin_norm_fp64_median,changed_pair_gap_fp64_median,rel_l2_median,cosine_median,sparsification_error_median,wrong_mask_excess_median,wrong_mask_excess_iqr,wrong_mask_excess_p90,abs_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_p90,frac_cells_arm_worse_than_reference,random_matched_excess_median,isolation_ratio_median_of_medians,isolation_ratio_abs,frac_cells_random_worse_than_arm,pool_semantics,score_semantics
R0,21,0.9,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.975220713702797,0.0,0,0,0.0017727054917591818,,0.12938550114631653,0.9932194352149963,0.12938550114631653,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,21,0.95,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.966903073286052,0.0,0,0,0.002612945264455056,,0.22706419974565506,0.9790492355823517,0.22706419974565506,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,22,0.8,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9810668670172802,0.0,0,0,0.0011157038518331771,,0.22563116997480392,0.9811669588088989,0.22563116997480392,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,22,0.9,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9762470308788599,0.0,0,0,0.0018094427251882472,,0.34548625349998474,0.9602573215961456,0.34548625349998474,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,22,0.95,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9616858237547893,0.0,0,0,0.002305216938581489,,0.4630487412214279,0.9256000816822052,0.4630487412214279,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,23,0.8,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9804344975718942,0.0,0,0,0.0011040615132051996,,0.17098650336265564,0.9884230494499207,0.17098650336265564,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,23,0.9,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9733175214942188,0.0,0,0,0.0016354864862931611,,0.2432529777288437,0.9759466350078583,0.2432529777288437,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,23,0.95,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9585111078416949,0.0,0,0,0.002249836549869146,,0.34485964477062225,0.9499782025814056,0.34485964477062225,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,24,0.8,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9815507174409285,0.0,0,0,0.0010687708072312089,,0.1970265880227089,0.9869997203350067,0.1970265880227089,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
R0,24,0.9,"repr=bf16, pool=fp64/native, score=fp64/native",fp64,bf16,native,1440,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9805103027598007,0.0,0,0,0.002071762994593901,,0.3202587515115738,0.9671459197998047,0.3202587515115738,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pool=fp64_values_torch_sum_acc_fp64,score=fp64_values_torch_matmul_acc_fp64
