layer,timestep,n,insufficient_n,native_or_simulated,n_jaccard,jaccard_median,jaccard_q1,jaccard_q3,jaccard_iqr,jaccard_mean,jaccard_p10,jaccard_p90,jaccard_min,jaccard_max,n_recall,recall_median,recall_q1,recall_q3,recall_iqr,recall_mean,recall_p10,recall_p90,recall_min,recall_max,decision_margin_reference_median,n_decision_margin_reference,decision_margin_candidate_median,n_decision_margin_candidate,frac_query_blocks_changed_median,n_frac_query_blocks_changed,boundary_ties_median,n_boundary_ties,spearman_rho_median,n_spearman_rho,sat_frac_q_median,n_sat_frac_q
0,0,240,False,native,240,0.971669,0.96702,0.974186,0.007166,0.970241,0.963102,0.975942,0.949223,0.987397,240,0.985631,0.983234,0.986924,0.003691,0.984876,0.981204,0.987825,0.97395,0.993659,0.001011,240,0.00042,240,0.951172,240,123.0,240,0.99926,240,0.096604,240
0,5,240,False,native,240,0.970338,0.967413,0.972804,0.005391,0.970677,0.963479,0.978868,0.954053,0.987598,240,0.984946,0.983436,0.986214,0.002777,0.985107,0.9814,0.989321,0.976486,0.99376,0.000805,240,0.000803,240,0.960938,240,117.0,240,,0,0.09547,240
0,10,240,False,native,240,0.969797,0.965145,0.973889,0.008745,0.970265,0.96232,0.980046,0.954102,0.986546,240,0.984667,0.982263,0.986772,0.004509,0.984895,0.980798,0.989922,0.976512,0.993227,0.000767,240,0.000771,240,0.957031,240,118.5,240,0.999277,240,0.094776,240
0,15,240,False,native,240,0.970855,0.964619,0.974717,0.010099,0.970284,0.961535,0.98023,0.956526,0.984147,240,0.985212,0.981991,0.987197,0.005206,0.984904,0.98039,0.990016,0.97778,0.99201,0.000738,240,0.000746,240,0.957031,240,116.5,240,,0,0.094692,240
0,20,240,False,native,240,0.970806,0.963224,0.975299,0.012074,0.969832,0.96153,0.978848,0.954344,0.983448,240,0.985187,0.981268,0.987495,0.006227,0.984672,0.980388,0.989311,0.976639,0.991655,0.000717,240,0.000717,240,0.953125,240,110.5,240,0.999266,240,0.094846,240
0,25,240,False,native,240,0.96928,0.962614,0.974816,0.012203,0.969301,0.960364,0.978476,0.95575,0.983797,240,0.9844,0.980951,0.987248,0.006297,0.984398,0.979781,0.989121,0.977374,0.991832,0.000692,240,0.0007,240,0.953125,240,111.0,240,,0,0.095164,240
0,30,240,False,native,240,0.968076,0.962443,0.974285,0.011842,0.968634,0.959531,0.977885,0.956575,0.984296,240,0.983779,0.980862,0.986975,0.006113,0.984054,0.979348,0.988819,0.977805,0.992086,0.00069,240,0.000677,240,0.960938,240,111.0,240,0.999202,240,0.095386,240
0,35,240,False,native,240,0.967462,0.961613,0.974087,0.012474,0.96748,0.957541,0.978193,0.948404,0.984097,240,0.983462,0.980431,0.986873,0.006443,0.983454,0.97831,0.988976,0.973519,0.991985,0.000692,240,0.000675,240,0.957031,240,112.5,240,,0,0.095587,240
0,40,240,False,native,240,0.965647,0.960869,0.973371,0.012502,0.966103,0.955066,0.97667,0.935965,0.984796,240,0.982523,0.980044,0.986506,0.006462,0.982739,0.977017,0.988198,0.966924,0.99234,0.000664,240,0.000671,240,0.958984,240,108.0,240,0.999058,240,0.095786,240
0,45,240,False,native,240,0.964594,0.957935,0.971829,0.013894,0.964232,0.951408,0.977186,0.933449,0.9825,240,0.981978,0.978516,0.985713,0.007197,0.981762,0.975099,0.988461,0.965579,0.991173,0.000711,240,0.000731,240,0.960938,240,111.0,240,,0,0.095428,240
1,0,240,False,native,240,0.979166,0.971792,0.982002,0.01021,0.977617,0.968198,0.983947,0.965843,0.989152,240,0.989473,0.985694,0.990919,0.005225,0.988671,0.983842,0.991908,0.982625,0.994546,0.000935,240,0.000893,240,0.896484,240,96.0,240,0.999657,240,0.101194,240
1,5,240,False,native,240,0.979638,0.971607,0.982064,0.010457,0.977173,0.964809,0.985771,0.956235,0.991916,240,0.989714,0.985599,0.990951,0.005352,0.988436,0.98209,0.992834,0.977628,0.995942,0.000919,240,0.000912,240,0.884766,240,89.0,240,,0,0.1014,240
1,10,240,False,native,240,0.979564,0.969551,0.982612,0.013062,0.977364,0.9648,0.986696,0.954198,0.992721,240,0.989676,0.98454,0.99123,0.00669,0.988534,0.982085,0.993304,0.976562,0.996347,0.000893,240,0.000919,240,0.871094,240,87.0,240,0.99963,240,0.10194,240
1,15,240,False,native,240,0.979266,0.971151,0.983161,0.01201,0.97743,0.965201,0.988209,0.952747,0.992117,240,0.989524,0.985364,0.991509,0.006145,0.988567,0.982293,0.99407,0.975802,0.996043,0.00087,240,0.000877,240,0.871094,240,87.0,240,,0,0.10202,240
1,20,240,False,native,240,0.978992,0.970449,0.983011,0.012563,0.977095,0.965402,0.989268,0.950139,0.991815,240,0.989385,0.985003,0.991433,0.00643,0.988394,0.982397,0.994605,0.974432,0.995891,0.000862,240,0.00087,240,0.875,240,86.5,240,0.999626,240,0.101743,240
1,25,240,False,native,240,0.978794,0.969772,0.982986,0.013214,0.977171,0.966157,0.989012,0.95541,0.991513,240,0.989283,0.984654,0.99142,0.006766,0.988435,0.982787,0.994475,0.977197,0.995739,0.000856,240,0.000854,240,0.871094,240,86.0,240,,0,0.101295,240
1,30,240,False,native,240,0.9779,0.969809,0.98371,0.013901,0.977075,0.966284,0.988711,0.955459,0.992721,240,0.988827,0.984673,0.991788,0.007115,0.988387,0.982853,0.994323,0.977222,0.996347,0.00087,240,0.000866,240,0.875,240,85.5,240,0.99955,240,0.100625,240
1,35,240,False,native,240,0.977131,0.970264,0.983373,0.013109,0.976446,0.965441,0.987748,0.956672,0.991815,240,0.988433,0.984908,0.991617,0.006709,0.988065,0.982417,0.993836,0.977856,0.995891,0.000851,240,0.000847,240,0.892578,240,83.5,240,,0,0.099702,240
1,40,240,False,native,240,0.976908,0.968014,0.982164,0.01415,0.975289,0.96387,0.986771,0.954005,0.992067,240,0.988319,0.983747,0.991002,0.007254,0.987469,0.981603,0.993342,0.976461,0.996018,0.000839,240,0.000847,240,0.902344,240,84.0,240,0.999478,240,0.098599,240
1,45,240,False,native,240,0.975299,0.965708,0.981454,0.015746,0.973611,0.959872,0.985896,0.950766,0.990659,240,0.987495,0.982555,0.99064,0.008085,0.986605,0.979525,0.992898,0.974762,0.995307,0.000837,240,0.000893,240,0.902344,240,85.0,240,,0,0.097855,240
2,0,240,False,native,240,0.979564,0.972568,0.984646,0.012078,0.978147,0.966873,0.987367,0.961881,0.990206,240,0.989676,0.986093,0.992264,0.00617,0.988939,0.983157,0.993643,0.98057,0.995079,0.000797,240,0.000763,240,0.884766,240,87.5,240,0.999683,240,0.102803,240
2,5,240,False,native,240,0.979638,0.971483,0.987447,0.015964,0.979178,0.969408,0.990056,0.961393,0.992017,240,0.989714,0.985535,0.993684,0.008149,0.989462,0.984466,0.995003,0.980317,0.995992,0.000854,240,0.000853,240,0.882812,240,91.0,240,,0,0.102377,240
2,10,240,False,native,240,0.97939,0.972026,0.98746,0.015434,0.979204,0.96898,0.989559,0.961783,0.992671,240,0.989588,0.985814,0.99369,0.007876,0.989476,0.984246,0.994752,0.980519,0.996322,0.00087,240,0.000872,240,0.896484,240,90.0,240,0.999709,240,0.101598,240
2,15,240,False,native,240,0.978893,0.971816,0.987447,0.015631,0.97911,0.96898,0.989564,0.963396,0.99257,240,0.989334,0.985707,0.993684,0.007977,0.989428,0.984246,0.994754,0.981357,0.996271,0.000854,240,0.00087,240,0.894531,240,87.0,240,,0,0.100959,240
2,20,240,False,native,240,0.978496,0.971311,0.987497,0.016187,0.978872,0.967806,0.989654,0.962662,0.993477,240,0.989131,0.985447,0.993709,0.008263,0.989305,0.983639,0.9948,0.980976,0.996728,0.000896,240,0.000893,240,0.890625,240,87.5,240,0.999712,240,0.100483,240
2,25,240,False,native,240,0.978421,0.971557,0.986771,0.015214,0.978786,0.967388,0.989554,0.961588,0.993578,240,0.989093,0.985574,0.993342,0.007768,0.989261,0.983424,0.994749,0.980418,0.996779,0.000904,240,0.000902,240,0.900391,240,87.0,240,,0,0.100061,240
