layer,timestep,n,insufficient_n,native_or_simulated,n_jaccard,jaccard_median,jaccard_q1,jaccard_q3,jaccard_iqr,jaccard_mean,jaccard_p10,jaccard_p90,jaccard_min,jaccard_max,n_recall,recall_median,recall_q1,recall_q3,recall_iqr,recall_mean,recall_p10,recall_p90,recall_min,recall_max,decision_margin_reference_median,n_decision_margin_reference,decision_margin_candidate_median,n_decision_margin_candidate,frac_query_blocks_changed_median,n_frac_query_blocks_changed,boundary_ties_median,n_boundary_ties,spearman_rho_median,n_spearman_rho,sat_frac_q_median,n_sat_frac_q
0,0,240,False,native,240,0.967542,0.959427,0.972455,0.013027,0.965518,0.954488,0.975501,0.936261,0.988087,240,0.983503,0.979293,0.986034,0.006741,0.982416,0.976714,0.987599,0.967081,0.994008,0.000637,240,0.001354,240,0.904297,240,123.0,240,0.99926,240,0.096604,240
0,5,240,False,native,240,0.963731,0.957735,0.97332,0.015585,0.965387,0.952231,0.976249,0.937185,0.991014,240,0.981531,0.978411,0.98648,0.008068,0.982352,0.975531,0.987982,0.967574,0.995487,0.001301,240,0.001289,240,0.894531,240,111.0,240,,0,0.09547,240
0,10,240,False,native,240,0.963,0.958553,0.970924,0.01237,0.964798,0.950534,0.977954,0.941679,0.990188,240,0.981151,0.978838,0.985247,0.006409,0.982051,0.97464,0.988854,0.969964,0.99507,0.000549,240,0.001148,240,0.90625,240,122.0,240,0.999277,240,0.094776,240
0,15,240,False,native,240,0.963,0.959681,0.972047,0.012366,0.964544,0.948624,0.975427,0.943396,0.989737,240,0.981151,0.979426,0.985826,0.0064,0.98192,0.973635,0.987561,0.970874,0.994842,0.001358,240,0.001251,240,0.90625,240,122.5,240,,0,0.094692,240
0,20,240,False,native,240,0.964609,0.958899,0.971624,0.012725,0.964743,0.948394,0.975028,0.94125,0.990188,240,0.981986,0.979018,0.985608,0.006589,0.982023,0.973513,0.987356,0.969736,0.99507,0.001362,240,0.001362,240,0.914062,240,117.5,240,0.999266,240,0.094846,240
0,25,240,False,native,240,0.965268,0.957208,0.969451,0.012243,0.964471,0.950462,0.975856,0.944901,0.988912,240,0.982327,0.978136,0.984489,0.006352,0.981885,0.974602,0.987781,0.97167,0.994425,0.001366,240,0.001366,240,0.923828,240,112.0,240,,0,0.095164,240
0,30,240,False,native,240,0.96428,0.956083,0.969323,0.01324,0.963749,0.952101,0.975656,0.938681,0.988612,240,0.981815,0.977549,0.984422,0.006874,0.981513,0.975463,0.987678,0.968371,0.994273,0.001328,240,0.001343,240,0.921875,240,109.5,240,0.999202,240,0.095386,240
0,35,240,False,native,240,0.963877,0.956192,0.968716,0.012524,0.962083,0.950325,0.974451,0.923338,0.987113,240,0.981606,0.977605,0.98411,0.006504,0.980642,0.97453,0.98706,0.960141,0.993515,0.001312,240,0.001312,240,0.925781,240,112.5,240,,0,0.095587,240
0,40,240,False,native,240,0.962744,0.954669,0.967688,0.013018,0.960509,0.94907,0.972722,0.910932,0.984197,240,0.981019,0.976809,0.983579,0.00677,0.979816,0.97387,0.986173,0.95339,0.992036,0.001232,240,0.001266,240,0.929688,240,111.5,240,0.999058,240,0.095786,240
0,45,240,False,native,240,0.959026,0.951324,0.966001,0.014676,0.957058,0.944313,0.971675,0.901698,0.980992,240,0.979084,0.975055,0.982706,0.007651,0.978003,0.971359,0.985634,0.948309,0.990405,0.001194,240,0.001171,240,0.941406,240,114.0,240,,0,0.095428,240
