arm,cfg_branch,sparsity,intervention_kind,purpose,representation,pool,score,selection_rule,n_cells,jaccard_median,jaccard_iqr,recall_median,spearman_rho_vs_exact_median,swaps_per_query_block_median,frac_query_blocks_changed_median,frac_decisions_changed_median,frac_cells_mask_identical_to_deployed,changed_pair_gap_fp64_median,reference_margin_norm_fp64_median,rel_l2_median,cosine_median,sparsification_error_median,wrong_mask_excess_median,wrong_mask_excess_iqr,signed_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_p90,frac_cells_arm_worse_than_deployed,random_matched_excess_median,isolation_ratio_abs,frac_cells_random_worse_than_arm,representation_saturation_frac_median,deployed_score_ties_median,exact_ties_fp64_total,selector_budget_violating_rows_total,selector_budget_violating_frac_max,pool_semantics,score_semantics,select_semantics
VB_BF16_LOW,positive,0.95,intervention_b,selector arithmetic lowered to true bf16 accumulation,bf16,bf16_low,bf16_low,kernel,21600,0.9465782803665432,0.03223554319194499,0.9725560897435898,0.9998358558572202,0.8782051282051282,0.6891025641025641,0.002814760026298488,0.0,0.005234386700079407,0.0021043708223563292,0.3492420166730881,0.9514852166175842,0.34931039810180664,-9.6932053565979e-05,0.0007547736167907715,-0.000286707442859823,0.001079471896635589,0.004230788462562578,0.42185185185185187,-0.006480380892753601,66.85488086087625,0.3208796296296296,0.0,243.0,0,216,0.00013354700854700856,pool=bf16_values_sequential_acc_bf16_valid_token_denominator,score=bf16_values_sequential_rank1_acc_bf16,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VB_FP32,negative,0.8,intervention_b,selector arithmetic raised to fp32,bf16,fp32,fp32,exact_index_order,21600,0.9935592700506057,0.005599609475142486,0.9967692307692307,0.9999999994261715,0.40384615384615385,0.3717948717948718,0.0012943786982248522,0.0,0.0008485870405908016,0.0008366163812478612,0.19216221570968628,0.9832979440689087,0.19181013852357864,0.00016923993825912476,0.0003224369138479233,0.0009693875865139875,0.0010051774789233308,0.0030507550727492234,0.8942129629629629,-0.0003070458769798279,1.8142637023992956,0.3562962962962963,0.0,0.0,0,0,0.0,pool=fp32_values_acc_fp32_valid_token_denominator,score=fp32_values_acc_fp32_tf32_disabled,select=exact_stable_sort_index_order_ties_at_float32
VB_FP32,negative,0.9,intervention_b,selector arithmetic raised to fp32,bf16,fp32,fp32,exact_index_order,21600,0.9890710382513661,0.007941034013593695,0.9945054945054945,0.9999999994261715,0.34615384615384615,0.32532051282051283,0.0011094674556213018,0.0,0.0010729577330321097,0.0012840092540768885,0.2784676104784012,0.9671083688735962,0.2776983678340912,0.00034431368112564087,0.0007261261343955994,0.001366434639547809,0.0013964924772838648,0.0045801259315695906,0.9048148148148148,-0.0010276362299919128,2.984593079869301,0.3042592592592593,0.0,0.0,0,0,0.0,pool=fp32_values_acc_fp32_valid_token_denominator,score=fp32_values_acc_fp32_tf32_disabled,select=exact_stable_sort_index_order_ties_at_float32
VB_FP32,negative,0.95,intervention_b,selector arithmetic raised to fp32,bf16,fp32,fp32,exact_index_order,21600,0.9839046199701937,0.011415412499753197,0.9918870192307693,0.9999999994261715,0.2596153846153846,0.25,0.0008321005917159764,0.0,0.001198561497225295,0.002087272753560246,0.3505331873893738,0.9511053264141083,0.35013139247894287,0.0005124956369400024,0.0009884759783744812,0.0015611558894026985,0.0016226246161964806,0.004956330605651332,0.8975925925925926,-0.0018509477376937866,3.6116360887389876,0.28069444444444447,0.0,0.0,0,0,0.0,pool=fp32_values_acc_fp32_valid_token_denominator,score=fp32_values_acc_fp32_tf32_disabled,select=exact_stable_sort_index_order_ties_at_float32
VB_FP32,positive,0.8,intervention_b,selector arithmetic raised to fp32,bf16,fp32,fp32,exact_index_order,21600,0.9935847465208112,0.005504424817995512,0.9967820512820513,0.9999999994261715,0.4022435897435897,0.3701923076923077,0.001289242274819198,0.0,0.0008504082829617443,0.0008442532453607535,0.19569868594408035,0.9827443659305573,0.19547734409570694,0.00015249103307724,0.0002805488184094429,0.0008495960075360376,0.000890641846461248,0.0027333499007295655,0.8798611111111111,-0.00034962594509124756,2.2927639614989985,0.35194444444444445,0.0,0.0,0,0,0.0,pool=fp32_values_acc_fp32_valid_token_denominator,score=fp32_values_acc_fp32_tf32_disabled,select=exact_stable_sort_index_order_ties_at_float32
VB_FP32,positive,0.9,intervention_b,selector arithmetic raised to fp32,bf16,fp32,fp32,exact_index_order,21600,0.9891213600829812,0.007690705757996685,0.994530932030932,0.9999999994261715,0.34455128205128205,0.32371794871794873,0.0011043310322156475,0.0,0.0010683717912891946,0.0012945462276439243,0.27954261004924774,0.9669539034366608,0.2789868116378784,0.0003209635615348816,0.0006098747253417969,0.0012509346669525906,0.0012929337881132626,0.0042426925526101835,0.8964351851851852,-0.001064114272594452,3.315374080178277,0.3016666666666667,0.0,0.0,0,0,0.0,pool=fp32_values_acc_fp32_valid_token_denominator,score=fp32_values_acc_fp32_tf32_disabled,select=exact_stable_sort_index_order_ties_at_float32
VB_FP32,positive,0.95,intervention_b,selector arithmetic raised to fp32,bf16,fp32,fp32,exact_index_order,21600,0.9841017488076311,0.011023960224235019,0.9919871794871795,0.9999999994261715,0.2564102564102564,0.2483974358974359,0.000821827744904668,0.0,0.0012034996901440407,0.0021043708223563292,0.35005418956279755,0.9512543082237244,0.34931039810180664,0.0004868730902671814,0.000906679779291153,0.0014629168531438193,0.001521820313286062,0.004871314549539473,0.8938425925925926,-0.0018787235021591187,3.8587540361455,0.2746296296296296,0.0,0.0,0,0,0.0,pool=fp32_values_acc_fp32_valid_token_denominator,score=fp32_values_acc_fp32_tf32_disabled,select=exact_stable_sort_index_order_ties_at_float32
VC_GATE_NVFP4,negative,0.8,non_routing_control,gate_compress quantized to NVFP4; must NOT change the mask (falsifies the gate map if it does),bf16,kernel,kernel,kernel,21600,1.0,0.0,1.0,0.9999895175390139,0.0,0.0,0.0,1.0,,0.0008366163812478612,0.19181013852357864,0.9833711981773376,0.19181013852357864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,322.0,0,156,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VC_GATE_NVFP4,negative,0.9,non_routing_control,gate_compress quantized to NVFP4; must NOT change the mask (falsifies the gate map if it does),bf16,kernel,kernel,kernel,21600,1.0,0.0,1.0,0.9999895175390139,0.0,0.0,0.0,1.0,,0.0012840092540768885,0.2776983678340912,0.9672228991985321,0.2776983678340912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,297.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VC_GATE_NVFP4,negative,0.95,non_routing_control,gate_compress quantized to NVFP4; must NOT change the mask (falsifies the gate map if it does),bf16,kernel,kernel,kernel,21600,1.0,0.0,1.0,0.9999895175390139,0.0,0.0,0.0,1.0,,0.002087272753560246,0.35013139247894287,0.9513758718967438,0.35013139247894287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,244.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VC_GATE_NVFP4,positive,0.8,non_routing_control,gate_compress quantized to NVFP4; must NOT change the mask (falsifies the gate map if it does),bf16,kernel,kernel,kernel,21600,1.0,0.0,1.0,0.999989562121772,0.0,0.0,0.0,1.0,,0.0008442532453607535,0.19547734409570694,0.9827820360660553,0.19547734409570694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,321.0,0,180,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VC_GATE_NVFP4,positive,0.9,non_routing_control,gate_compress quantized to NVFP4; must NOT change the mask (falsifies the gate map if it does),bf16,kernel,kernel,kernel,21600,1.0,0.0,1.0,0.999989562121772,0.0,0.0,0.0,1.0,,0.0012945462276439243,0.2789868116378784,0.9670859575271606,0.2789868116378784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,296.0,0,60,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VC_GATE_NVFP4,positive,0.95,non_routing_control,gate_compress quantized to NVFP4; must NOT change the mask (falsifies the gate map if it does),bf16,kernel,kernel,kernel,21600,1.0,0.0,1.0,0.999989562121772,0.0,0.0,0.0,1.0,,0.0021043708223563292,0.34931039810180664,0.9514718353748322,0.34931039810180664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,243.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VD_TORCH_TOPK,negative,0.8,tiebreak_control,torch.topk tie-break instead of VSA's index-order threshold rule,bf16,kernel,kernel,torch_topk,21600,1.0,0.0,1.0,0.9999895175390139,0.0,0.0,0.0,0.9993981481481482,,0.0008366163812478612,0.19181013852357864,0.9833711981773376,0.19181013852357864,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,0.0,,0.0001388888888888889,0.0,322.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=torch_topk_native_tiebreak
VD_TORCH_TOPK,negative,0.9,tiebreak_control,torch.topk tie-break instead of VSA's index-order threshold rule,bf16,kernel,kernel,torch_topk,21600,1.0,0.0,1.0,0.9999895175390139,0.0,0.0,0.0,0.9999074074074074,,0.0012840092540768885,0.2776983678340912,0.9672228991985321,0.2776983678340912,0.0,0.0,0.0,0.0,0.0,9.259259259259259e-05,0.0,,9.259259259259259e-05,0.0,297.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=torch_topk_native_tiebreak
VD_TORCH_TOPK,negative,0.95,tiebreak_control,torch.topk tie-break instead of VSA's index-order threshold rule,bf16,kernel,kernel,torch_topk,21600,1.0,0.0,1.0,0.9999895175390139,0.0,0.0,0.0,0.9999537037037037,,0.002087272753560246,0.35013139247894287,0.9513758718967438,0.35013139247894287,0.0,0.0,0.0,0.0,0.0,4.6296296296296294e-05,0.0,,0.0,0.0,244.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=torch_topk_native_tiebreak
VD_TORCH_TOPK,positive,0.8,tiebreak_control,torch.topk tie-break instead of VSA's index-order threshold rule,bf16,kernel,kernel,torch_topk,21600,1.0,0.0,1.0,0.999989562121772,0.0,0.0,0.0,0.9993055555555556,,0.0008442532453607535,0.19547734409570694,0.9827820360660553,0.19547734409570694,0.0,0.0,0.0,0.0,0.0,0.000462962962962963,0.0,,0.0002777777777777778,0.0,321.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=torch_topk_native_tiebreak
VD_TORCH_TOPK,positive,0.9,tiebreak_control,torch.topk tie-break instead of VSA's index-order threshold rule,bf16,kernel,kernel,torch_topk,21600,1.0,0.0,1.0,0.999989562121772,0.0,0.0,0.0,0.9997685185185186,,0.0012945462276439243,0.2789868116378784,0.9670859575271606,0.2789868116378784,0.0,0.0,0.0,0.0,0.0,0.00018518518518518518,0.0,,0.00018518518518518518,0.0,296.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=torch_topk_native_tiebreak
VD_TORCH_TOPK,positive,0.95,tiebreak_control,torch.topk tie-break instead of VSA's index-order threshold rule,bf16,kernel,kernel,torch_topk,21600,1.0,0.0,1.0,0.999989562121772,0.0,0.0,0.0,0.9999074074074074,,0.0021043708223563292,0.34931039810180664,0.9514718353748322,0.34931039810180664,0.0,0.0,0.0,0.0,0.0,4.6296296296296294e-05,0.0,,4.6296296296296294e-05,0.0,243.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=torch_topk_native_tiebreak
