arm,layer,sparsity,intervention_kind,purpose,representation,pool,score,selection_rule,n_cells,jaccard_median,jaccard_iqr,recall_median,spearman_rho_vs_exact_median,swaps_per_query_block_median,frac_query_blocks_changed_median,frac_decisions_changed_median,frac_cells_mask_identical_to_deployed,changed_pair_gap_fp64_median,reference_margin_norm_fp64_median,rel_l2_median,cosine_median,sparsification_error_median,wrong_mask_excess_median,wrong_mask_excess_iqr,signed_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_p90,frac_cells_arm_worse_than_deployed,random_matched_excess_median,isolation_ratio_abs,frac_cells_random_worse_than_arm,representation_saturation_frac_median,deployed_score_ties_median,exact_ties_fp64_total,selector_budget_violating_rows_total,selector_budget_violating_frac_max,pool_semantics,score_semantics,select_semantics
VA_FP8,14,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9913580168927791,0.0029982119911636795,0.9956602564102564,0.9999548277210666,0.5424679487179487,0.4807692307692308,0.0017386793228139383,0.0,0.0013186975994047383,0.0008652489188367411,0.2191605418920517,0.9783837497234344,0.21915050595998764,-1.2516975402832031e-06,0.00013037770986557007,-3.21936549525454e-06,0.0002801655078212709,0.0008802315624187174,0.49027777777777776,-0.0007597580552101135,606.9821428571429,0.2847222222222222,9.618254352972144e-07,340.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,14,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9874118449988625,0.00513174222686319,0.9936660561660562,0.9999548277210666,0.3990384615384615,0.3701923076923077,0.0012789694280078896,0.0,0.0016325839803029954,0.0013359583605637758,0.3081863671541214,0.9592300057411194,0.3084939867258072,-1.0579824447631836e-06,0.0002154521644115448,-3.282593547402486e-06,0.00036332498244849,0.0011621821944283984,0.49930555555555556,-0.002612009644508362,2468.8591549295775,0.21319444444444444,9.618254352972144e-07,304.5,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,14,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9830180247281395,0.008358484881800687,0.9914362980769231,0.9999548277210666,0.2740384615384615,0.26121794871794873,0.0008783284023668639,0.0,0.0018423332859603932,0.0021446424140944675,0.38555361330509186,0.9421964883804321,0.3856319934129715,-1.989305019378662e-05,0.0003082938492298126,-5.343545734779431e-05,0.0004192716618693762,0.0013821257146187718,0.47152777777777777,-0.00421789288520813,212.02846441947565,0.19166666666666668,9.618254352972144e-07,247.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,15,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.989884752589026,0.005504742719291911,0.9949166666666667,0.9999662038455366,0.6354166666666666,0.5384615384615384,0.00203659188034188,0.0,0.0014669682409891405,0.0008185961273645696,0.24102341383695602,0.9736528992652893,0.24100950360298157,2.428889274597168e-06,0.00013487786054611206,1.1507089029944055e-05,0.0003069899512000297,0.0008853643362299156,0.5125,-0.0009010434150695801,370.96932515337426,0.3173611111111111,9.781275593923056e-07,365.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,15,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9852540147459853,0.00841425178343369,0.9925722425722425,0.9999662038455366,0.46794871794871795,0.4230769230769231,0.001499835634451019,0.0,0.0017242575999886843,0.0012655714234086997,0.3525668978691101,0.9480240046977997,0.352523609995842,-1.4215707778930664e-05,0.00023882463574409485,-4.157137885417786e-05,0.000362291860184051,0.0011087583974796614,0.4618055555555556,-0.002512827515602112,176.76415094339623,0.2520833333333333,9.781275593923056e-07,329.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,15,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9800684218354901,0.012160404586165519,0.9899338942307693,0.9999662038455366,0.3221153846153846,0.30448717948717946,0.0010324211045364892,0.0,0.0019702835137393833,0.002019700226023588,0.459450826048851,0.9204348623752594,0.4593591094017029,-1.3202428817749023e-05,0.00042082369327545166,-3.725638194744349e-05,0.000500240672692539,0.0013792878156183087,0.48680555555555555,-0.004130512475967407,312.86004514672686,0.23055555555555557,9.781275593923056e-07,273.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,16,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9909386765362772,0.0048482769589636154,0.9954487179487179,0.9999610446782761,0.5689102564102564,0.4983974358974359,0.0018234303090072321,0.0,0.0013516516701496104,0.0008458046543802326,0.1950174793601036,0.9827795326709747,0.1949498951435089,-2.171844244003296e-06,0.0001440085470676422,-8.6322392112352e-06,0.0003615549813428734,0.0010884350478141311,0.49375,-0.0006792396306991577,312.74785591766727,0.3090277777777778,9.12919063011941e-07,359.5,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,16,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9870602507076426,0.008121117508444242,0.9934879934879934,0.9999610446782761,0.41025641025641024,0.3798076923076923,0.0013149243918474688,0.0,0.0016729829640090455,0.001306599479886516,0.2841792106628418,0.9650654196739197,0.28412385284900665,-5.334615707397461e-06,0.00023665279150009155,-1.8983688892190327e-05,0.00041452262499263703,0.001232328036310012,0.48819444444444443,-0.0019559934735298157,366.6606145251397,0.22291666666666668,9.12919063011941e-07,321.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,16,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.983411969207847,0.012987332935407214,0.9916366185897436,0.9999610446782761,0.2676282051282051,0.2564102564102564,0.0008577827087442472,0.0,0.0018902618043264148,0.0021361789623583075,0.3596687912940979,0.9472618997097015,0.36057430505752563,7.6070427894592285e-06,0.0003507845103740692,2.141895157403031e-05,0.0005056753379985333,0.001763741299441458,0.5090277777777777,-0.0035701394081115723,469.32027424094025,0.17916666666666667,9.12919063011941e-07,257.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,17,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9920318725099602,0.0017295479125124524,0.996,0.9999609629235201,0.5,0.453525641025641,0.0016025641025641025,0.0,0.0010434854408505785,0.0008408049330861039,0.14779075980186462,0.9896058738231659,0.14778384566307068,3.986060619354248e-06,0.00014290772378444672,2.8304019901545532e-05,0.0004066926253129946,0.0012585406010710003,0.5138888888888888,-1.5560537576675415e-05,3.9037383177570093,0.49236111111111114,1.2063572967235814e-06,254.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,17,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9889200880321772,0.0027667220626571565,0.994429181929182,0.9999609629235201,0.35096153846153844,0.3317307692307692,0.0011248767258382644,0.0,0.0012325174066820373,0.0013418119786084192,0.19974260032176971,0.98166224360466,0.1996692270040512,7.525086402893066e-06,0.0002164095640182495,2.8999797689869265e-05,0.0004855497244132565,0.0016099282601373035,0.5138888888888888,-0.0005162954330444336,68.609900990099,0.4048611111111111,1.2063572967235814e-06,244.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,17,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9862727544016712,0.00483711027490874,0.9930889423076923,0.9999609629235201,0.22115384615384615,0.21474358974358973,0.0007088264299802762,0.0,0.0014599632379925988,0.002260783104916073,0.25536632537841797,0.9712448716163635,0.2555399239063263,3.427267074584961e-07,0.0003233663737773895,1.1825772450845384e-06,0.0005324481588856301,0.0018555880088041168,0.5006944444444444,-0.001131199300289154,3300.586956521739,0.3458333333333333,1.2063572967235814e-06,201.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,18,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9904814157937044,0.0027170873530422135,0.9952179487179487,0.9999492865332482,0.5977564102564102,0.5200320512820513,0.0019158859303090073,0.0,0.0013810211182366404,0.000844815549368149,0.4162363111972809,0.9465453028678894,0.4162144064903259,-1.0192394256591797e-05,0.0002553500235080719,-3.1722980215800854e-05,0.0003944984624936596,0.0012501416699004396,0.47638888888888886,-0.0003195330500602722,31.35014619883041,0.43819444444444444,1.2226594208186725e-06,355.5,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,18,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9862068965517241,0.004112960809245503,0.9930555555555556,0.9999492865332482,0.4375,0.40224358974358976,0.0014022435897435897,0.0,0.001716524293050927,0.0013204970096601404,0.5467773675918579,0.909506767988205,0.5466905832290649,1.9371509552001953e-06,0.0003741532564163208,4.847124910874191e-06,0.0004158852842644586,0.0012443621309248037,0.5041666666666667,-0.0008080080151557922,417.1115384615385,0.4270833333333333,1.2226594208186725e-06,314.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,18,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.981837129670984,0.006093438027188092,0.9908353365384616,0.9999492865332482,0.2932692307692308,0.28044871794871795,0.000939965483234714,0.0,0.0019775896030668205,0.0021557764826145662,0.6648033857345581,0.870539128780365,0.6646862626075745,-1.004338264465332e-05,0.0005343928933143616,-1.69630332963857e-05,0.00045338635813700113,0.0014060251854280837,0.4875,-0.0011971592903137207,119.19881305637982,0.4173611111111111,1.2226594208186725e-06,254.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,19,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9917266738164547,0.0031324566979541446,0.9958461538461538,0.9999415079042806,0.5192307692307692,0.46314102564102566,0.0016642011834319527,0.0,0.001146050784619226,0.0008357005606032608,0.1637805551290512,0.9877957403659821,0.16385933011770248,7.338821887969971e-07,0.00012719258666038513,7.5507486484790546e-06,0.00039999029051255707,0.0012815644844633872,0.5048611111111111,-0.00035092607140541077,478.1776649746193,0.42569444444444443,1.4427380961024028e-06,314.0,0,60,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,19,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9885176661018236,0.005539195970748478,0.9942256817256817,0.9999415079042806,0.36378205128205127,0.34294871794871795,0.0011659681130834977,0.0,0.0014329581729274768,0.0013151191537665568,0.22700130939483643,0.9776172339916229,0.22712009400129318,-1.2442469596862793e-06,0.00019688159227371216,-6.795532879695608e-06,0.0004330705491458494,0.0014906243696941961,0.4951388888888889,-0.0007414445281028748,595.8982035928144,0.38263888888888886,1.4427380961024028e-06,282.5,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,19,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9846933704403141,0.008372604705988107,0.9922876602564102,0.9999415079042806,0.24679487179487178,0.2403846153846154,0.0007910092044707429,0.0,0.0016568773711493115,0.002206270841639388,0.28231845796108246,0.9686585068702698,0.2825497090816498,6.381422281265259e-06,0.0002859048545360565,2.207366720125619e-05,0.0005120732185365652,0.0017366229610568755,0.5125,-0.0011614561080932617,182.00583771161703,0.34652777777777777,1.4427380961024028e-06,224.5,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,2,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9905322121703181,0.0022096712576402666,0.9952435897435897,0.9999455679300558,0.594551282051282,0.5144230769230769,0.0019056130834976988,0.0,0.0012828572253878612,0.0008350676344624959,0.14059743285179138,0.9904057681560516,0.14060808718204498,1.3571232557296753e-05,0.00014424510300159454,8.965225764354237e-05,0.000489364209051569,0.0017564310398181105,0.5430555555555555,-1.8753111362457275e-05,1.3818281636014274,0.49583333333333335,6.382282208505785e-06,260.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,2,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9858055716919657,0.0039625864130585775,0.9928520553520553,0.9999455679300558,0.45032051282051283,0.41185897435897434,0.001443334976988823,0.0,0.00141753601311011,0.0012332712924069547,0.20347964763641357,0.9804272949695587,0.20354214310646057,-1.4528632164001465e-06,0.00025895796716213226,-6.64087585173504e-06,0.0006107972340971209,0.0022905369644103052,0.4965277777777778,-0.0006909072399139404,475.5487179487179,0.43819444444444444,6.382282208505785e-06,264.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,2,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9815421256326288,0.005308764960638812,0.9906850961538461,0.9999455679300558,0.2980769230769231,0.28525641025641024,0.0009553747534516765,0.0,0.0015846803477726663,0.001968827157948042,0.256741464138031,0.9698362648487091,0.2570823132991791,7.674098014831543e-07,0.0003806985914707184,2.6601003418558332e-06,0.000705158212228476,0.002510378059402197,0.5006944444444444,-0.0011950507760047913,1557.2524271844661,0.41805555555555557,6.382282208505785e-06,215.5,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,20,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.991421568627451,0.0020649929488562035,0.9956923076923077,0.999957755318736,0.5384615384615384,0.4807692307692308,0.0017258382642998027,0.0,0.0011406162655828926,0.000839242237067129,0.13902109116315842,0.9911069869995117,0.1389370858669281,1.8477439880371094e-06,0.00012188591063022614,1.2751045807472179e-05,0.0004335209127112519,0.0013269753224778478,0.5090277777777777,0.0009298138320446014,503.2157258064516,0.5923611111111111,2.3801104589438182e-06,280.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,20,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9867589831707687,0.004317954861316697,0.9933353683353683,0.999957755318736,0.4198717948717949,0.38621794871794873,0.0013457429322813938,0.0,0.0013218321426276523,0.0012480508840945798,0.1959313005208969,0.9834489822387695,0.19621066004037857,-1.2129545211791992e-05,0.00018903613090515137,-3.950123239962902e-05,0.0004896349995200352,0.0019061787705152455,0.47291666666666665,0.00027405470609664917,22.593980343980345,0.5194444444444445,2.3801104589438182e-06,263.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,20,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9847920083494857,0.005225221088523524,0.9923377403846154,0.999957755318736,0.24519230769230768,0.23717948717948717,0.0007858727810650888,0.0,0.0016111637470527045,0.002230172842300515,0.24157501757144928,0.9759426116943359,0.24135667830705643,5.707144737243652e-06,0.0002880692481994629,2.2070339686246742e-05,0.000618103498690425,0.002053302780116223,0.5090277777777777,-0.00015485286712646484,27.133159268929504,0.49236111111111114,2.3801104589438182e-06,210.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,21,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9913707268503154,0.0022109123531857122,0.9956666666666667,0.9999623861431515,0.5416666666666666,0.4807692307692308,0.001736111111111111,0.0,0.0012149125786581694,0.0008485192557293597,0.16667739301919937,0.9872412085533142,0.16669340431690216,-2.1085143089294434e-06,0.00014306791126728058,-1.479272377031239e-05,0.0004164364788317392,0.0012939794478206907,0.48819444444444443,0.0005514174699783325,261.51943462897526,0.5583333333333333,1.5079465924827673e-06,298.5,0,72,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,21,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9874118449988625,0.003616309986251287,0.9936660561660562,0.9999623861431515,0.3990384615384615,0.3717948717948718,0.0012789694280078896,0.0,0.0014866709066089358,0.0013016771532266278,0.248463936150074,0.9762310087680817,0.2483912780880928,-1.0505318641662598e-05,0.0002245008945465088,-4.012419041259513e-05,0.0004758397765784421,0.001565916692267507,0.4708333333333333,0.00016573816537857056,15.77659574468085,0.5104166666666666,1.5079465924827673e-06,277.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,21,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9841017488076311,0.005149552753449194,0.9919871794871795,0.9999623861431515,0.2564102564102564,0.2467948717948718,0.000821827744904668,0.0,0.0016612615814144424,0.002183586320617961,0.3058478385210037,0.9652134776115417,0.3057820498943329,-4.857778549194336e-06,0.0003200843930244446,-1.7982571403138745e-05,0.0005168729604512407,0.001782343154929291,0.49375,-0.0002480149269104004,51.05521472392638,0.48125,1.5079465924827673e-06,233.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,22,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9895167769828213,0.005224433583642885,0.9947307692307692,0.9999384752426059,0.6586538461538461,0.5512820512820513,0.002111070019723866,0.0,0.0015202661932319675,0.0008308774238797156,0.2857773154973984,0.9697090685367584,0.28586331009864807,1.8775463104248047e-06,0.00019687041640281677,1.1340466097203066e-05,0.0003831573920332643,0.0011819587317217725,0.50625,-0.000700831413269043,373.26984126984127,0.3854166666666667,1.157450924438308e-06,380.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,22,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9850034083162917,0.007875686608984078,0.992445054945055,0.9999384752426059,0.47596153846153844,0.42788461538461536,0.00152551775147929,0.0,0.00177804202098201,0.0012806579444236154,0.4388113468885422,0.9423502087593079,0.43934834003448486,-1.2576580047607422e-05,0.00033574178814888,-4.192208581295342e-05,0.00042078254465044017,0.0013517721629582012,0.4708333333333333,-0.0019449889659881592,154.65165876777252,0.34305555555555556,1.157450924438308e-06,334.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,22,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9798720935997224,0.01117749477593688,0.9898337339743589,0.9999384752426059,0.32532051282051283,0.3060897435897436,0.0010426939513477976,0.0,0.0020743595054879644,0.0020520353644899176,0.5424056351184845,0.9139112234115601,0.542433112859726,6.094574928283691e-06,0.0005250759422779083,1.4506447528366778e-05,0.0005173045702562537,0.0015779030943486045,0.5041666666666667,-0.002909153699874878,477.33496332518337,0.3368055555555556,1.157450924438308e-06,281.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,23,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9878055774044143,0.009101330131674357,0.9938653846153847,0.9999485777105619,0.766826923076923,0.6057692307692307,0.0024577785996055227,0.0,0.0017620361244434606,0.0007893059716835263,0.23008809983730316,0.9767470955848694,0.23004470765590668,1.6242265701293945e-06,0.00022001750767230988,9.975298566210887e-06,0.0004521548134600249,0.0018615517085949068,0.5041666666666667,-0.000491999089717865,302.91284403669727,0.4305555555555556,2.217089217992907e-06,418.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,23,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9833259762252021,0.012034936430426857,0.9915928978428978,0.9999485777105619,0.5296474358974359,0.4655448717948718,0.001697587935568705,0.0,0.0019398833447655099,0.0012406938712839592,0.3385299742221832,0.9558911621570587,0.33838512003421783,-1.1332333087921143e-05,0.00037093833088874817,-3.3910663878988376e-05,0.0005581084679625082,0.0019046317834446845,0.4798611111111111,-0.0012144595384597778,107.16765285996055,0.3854166666666667,2.217089217992907e-06,362.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,23,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.979381443298969,0.014579630151025147,0.9895833333333334,0.9999485777105619,0.3333333333333333,0.3125,0.0010683760683760685,0.0,0.0021746049361546713,0.002065555247318861,0.41508638858795166,0.935134768486023,0.4146086573600769,3.7848949432373047e-06,0.00046009570360183716,6.7395353156615386e-06,0.0005765056464008799,0.0019743172552544354,0.5069444444444444,-0.0018001198768615723,475.6062992125984,0.3680555555555556,2.217089217992907e-06,274.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,24,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,1440,0.9911165568999847,0.002692965087568111,0.9955384615384615,0.9999597771596619,0.5576923076923077,0.4911858974358974,0.0017874753451676529,0.0,0.0013307370655936063,0.0008448153449029855,0.34821318089962006,0.9614926874637604,0.3482593894004822,-9.179115295410156e-06,0.00021393224596977234,-3.9433552502332114e-05,0.0003767526177173208,0.0014956328517687985,0.47430555555555554,-0.00037435442209243774,40.78327922077922,0.4215277777777778,1.230810482866218e-06,330.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
