comparison,sparsity,relative_reduction
E_to_F8,0.8,-0.00020575693720156375
E_to_F8,0.8,-0.00020575693720156375
E_to_F8,0.8,-0.00020575693720156375
E_to_F8,0.8,-0.00020548584325558102
E_to_F8,0.8,-0.00020525487352104427
E_to_F8,0.8,-0.00020497515227190066
E_to_F8,0.8,-0.00020485556103895666
E_to_F8,0.8,-0.00020478141189360008
E_to_F8,0.8,-0.0002047376938855353
E_to_F8,0.8,-0.00020431574759917877
E_to_F8,0.8,-0.00020380403860832495
E_to_F8,0.8,-0.00020368954474066377
E_to_F8,0.8,-0.00020329115001305827
E_to_F8,0.8,-0.00020328535981555942
E_to_F8,0.8,-0.00020324348850166312
E_to_F8,0.8,-0.0002032311963479873
E_to_F8,0.8,-0.00020320405349088234
E_to_F8,0.8,-0.00020294177718641564
E_to_F8,0.8,-0.00020294177718641564
E_to_F8,0.8,-0.00020288098009408457
E_to_F8,0.8,-0.00020250468122719282
E_to_F8,0.8,-0.00020243043648807002
E_to_F8,0.8,-0.00020225003160156743
E_to_F8,0.8,-0.00020168952916800405
E_to_F8,0.8,-0.0002016467248424432
E_to_F8,0.8,-0.00020134090348195187
E_to_F8,0.8,-0.00020133267701998977
E_to_F8,0.8,-0.00020132503684091598
E_to_F8,0.8,-0.00020120686014276747
E_to_F8,0.8,-0.000201108142915541
E_to_F8,0.8,-0.0002009764499711926
E_to_F8,0.8,-0.00020068358997700638
E_to_F8,0.8,-0.00020066750586088624
E_to_F8,0.8,-0.00020066227856204233
E_to_F8,0.8,-0.00020021792514164175
E_to_F8,0.8,-0.00020019452288551107
E_to_F8,0.8,-0.0002001219764438241
E_to_F8,0.8,-0.00020011489775195908
E_to_F8,0.8,-0.00019985675965131586
E_to_F8,0.8,-0.00019962314012365507
E_to_F8,0.8,-0.00019957404208497426
E_to_F8,0.8,-0.0001989500348722221
E_to_F8,0.8,-0.00019893007564279825
E_to_F8,0.8,-0.0001989200743240973
E_to_F8,0.8,-0.0001988972262922564
E_to_F8,0.8,-0.00019885369072738602
E_to_F8,0.8,-0.00019878223410231327
E_to_F8,0.8,-0.00019866309779944348
E_to_F8,0.8,-0.00019850987231074675
E_to_F8,0.8,-0.00019834145572864592
E_to_F8,0.8,-0.00019834023576588417
E_to_F8,0.8,-0.00019812427916318507
E_to_F8,0.8,-0.00019800666945259457
E_to_F8,0.8,-0.00019765774499124866
E_to_F8,0.8,-0.00019744125180768017
E_to_F8,0.8,-0.00019737562128033755
E_to_F8,0.8,-0.00019724204251634722
E_to_F8,0.8,-0.0001970600871145344
E_to_F8,0.8,-0.00019682702953081326
E_to_F8,0.8,-0.00019669669156591922
E_to_F8,0.8,-0.0001966354973178016
E_to_F8,0.8,-0.0001965414709436371
E_to_F8,0.8,-0.00019654075161942367
E_to_F8,0.8,-0.00019653681444855908
E_to_F8,0.8,-0.00019643654369089656
E_to_F8,0.8,-0.00019637202680478167
E_to_F8,0.8,-0.0001960805811739443
E_to_F8,0.8,-0.000195956221128428
E_to_F8,0.8,-0.00019593630060400264
E_to_F8,0.8,-0.0001958899431558591
E_to_F8,0.8,-0.00019581755483356783
E_to_F8,0.8,-0.00019573633014012933
E_to_F8,0.8,-0.0001957057733430966
E_to_F8,0.8,-0.000195570463816054
E_to_F8,0.8,-0.00019534586540282794
E_to_F8,0.8,-0.00019515956236208898
E_to_F8,0.8,-0.0001951388118333905
E_to_F8,0.8,-0.0001949250996681382
E_to_F8,0.8,-0.00019489860632028339
E_to_F8,0.8,-0.00019482541985196668
E_to_F8,0.8,-0.0001948026478738378
E_to_F8,0.8,-0.0001948026478738378
E_to_F8,0.8,-0.0001946567708289099
E_to_F8,0.8,-0.00019460379045437424
E_to_F8,0.8,-0.00019449435752109918
E_to_F8,0.8,-0.00019449259038413223
E_to_F8,0.8,-0.00019428517592838226
E_to_F8,0.8,-0.00019411734531850404
E_to_F8,0.8,-0.00019356677090989362
E_to_F8,0.8,-0.00019309929449220367
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.000193024605081341
E_to_F8,0.8,-0.00019285315529190186
E_to_F8,0.8,-0.00019261326565333983
E_to_F8,0.8,-0.00019215895388665505
E_to_F8,0.8,-0.00019191111253567272
E_to_F8,0.8,-0.0001918716851153918
E_to_F8,0.8,-0.0001918716851153918
E_to_F8,0.8,-0.00019186107318911198
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001917082717310516
E_to_F8,0.8,-0.0001916823242794078
E_to_F8,0.8,-0.00019147331389213402
E_to_F8,0.8,-0.00019146773392011732
E_to_F8,0.8,-0.00019124652935114832
E_to_F8,0.8,-0.0001911454435440545
E_to_F8,0.8,-0.00019107237911637342
E_to_F8,0.8,-0.0001910417969529524
E_to_F8,0.8,-0.00019089875030460325
E_to_F8,0.8,-0.0001907099207705355
E_to_F8,0.8,-0.00019065489902872593
E_to_F8,0.8,-0.00019057153889242792
E_to_F8,0.8,-0.0001903938528207965
E_to_F8,0.8,-0.00019023202422387635
E_to_F8,0.8,-0.00018992925864117378
E_to_F8,0.8,-0.00018982785506340753
E_to_F8,0.8,-0.00018975195209044286
E_to_F8,0.8,-0.00018958156396240287
E_to_F8,0.8,-0.00018955274704915846
E_to_F8,0.8,-0.00018955274704915846
E_to_F8,0.8,-0.00018954816613330006
E_to_F8,0.8,-0.00018922736247545182
E_to_F8,0.8,-0.00018919917222075925
E_to_F8,0.8,-0.00018919180225617158
E_to_F8,0.8,-0.00018916951403367884
E_to_F8,0.8,-0.00018914005086899288
E_to_F8,0.8,-0.00018910209952389978
E_to_F8,0.8,-0.00018881625136845157
E_to_F8,0.8,-0.00018881599356937792
E_to_F8,0.8,-0.00018879311651433662
E_to_F8,0.8,-0.00018877856538115892
E_to_F8,0.8,-0.0001887695416356482
E_to_F8,0.8,-0.00018850081618658704
E_to_F8,0.8,-0.00018832867747959833
E_to_F8,0.8,-0.00018818802119635613
E_to_F8,0.8,-0.00018812213005401217
E_to_F8,0.8,-0.00018811417181049386
E_to_F8,0.8,-0.00018798273784664717
E_to_F8,0.8,-0.00018788410962584283
E_to_F8,0.8,-0.00018787233604024997
E_to_F8,0.8,-0.00018782437012168838
E_to_F8,0.8,-0.00018775650946580867
E_to_F8,0.8,-0.00018766652195682752
E_to_F8,0.8,-0.00018766243398791273
E_to_F8,0.8,-0.00018763977858940982
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.0001875078047707398
E_to_F8,0.8,-0.00018730991364051243
E_to_F8,0.8,-0.00018712035030078275
E_to_F8,0.8,-0.00018702856938581183
E_to_F8,0.8,-0.0001869318778978963
E_to_F8,0.8,-0.00018676035715476055
E_to_F8,0.8,-0.00018643065574285887
E_to_F8,0.8,-0.00018643065574285887
E_to_F8,0.8,-0.0001864044375399495
E_to_F8,0.8,-0.0001861810835739064
E_to_F8,0.8,-0.0001861144363252212
E_to_F8,0.8,-0.00018586174924827657
E_to_F8,0.8,-0.00018582860919633275
E_to_F8,0.8,-0.00018564492857864502
E_to_F8,0.8,-0.00018550080400379633
E_to_F8,0.8,-0.0001853563953320634
E_to_F8,0.8,-0.00018534884688793681
E_to_F8,0.8,-0.00018518529248672674
E_to_F8,0.8,-0.00018518529248672674
E_to_F8,0.8,-0.00018472453476164685
E_to_F8,0.8,-0.0001845697982533625
E_to_F8,0.8,-0.00018419891424388568
E_to_F8,0.8,-0.0001838995016172592
E_to_F8,0.8,-0.00018380679612
E_to_F8,0.8,-0.00018367756963056742
E_to_F8,0.8,-0.0001836186990658006
E_to_F8,0.8,-0.00018361157851411034
E_to_F8,0.8,-0.00018357389532734042
E_to_F8,0.8,-0.00018315185364458037
E_to_F8,0.8,-0.00018313248108902782
E_to_F8,0.8,-0.00018313248108902782
E_to_F8,0.8,-0.000182793801207468
E_to_F8,0.8,-0.0001826950090516317
E_to_F8,0.8,-0.00018265820901841652
E_to_F8,0.8,-0.0001825162376073331
E_to_F8,0.8,-0.00018248148654545254
E_to_F8,0.8,-0.00018247126893987292
E_to_F8,0.8,-0.00018235182148432054
E_to_F8,0.8,-0.00018235182148432054
E_to_F8,0.8,-0.00018227696627988872
E_to_F8,0.8,-0.00018214901217815876
E_to_F8,0.8,-0.0001820451929478493
E_to_F8,0.8,-0.00018196311204435266
E_to_F8,0.8,-0.00018179268077232703
E_to_F8,0.8,-0.00018165496476308459
E_to_F8,0.8,-0.00018164369534287176
E_to_F8,0.8,-0.00018126132108900513
E_to_F8,0.8,-0.00018065755893892835
E_to_F8,0.8,-0.00018052812411606107
E_to_F8,0.8,-0.0001803124322690043
E_to_F8,0.8,-0.0001803001569286609
E_to_F8,0.8,-0.00018014875174564749
E_to_F8,0.8,-0.00017998304824197388
E_to_F8,0.8,-0.00017995965481963955
E_to_F8,0.8,-0.0001797319373168751
E_to_F8,0.8,-0.0001796888204742493
E_to_F8,0.8,-0.0001795487510630417
E_to_F8,0.8,-0.00017953805178402198
E_to_F8,0.8,-0.00017942310721594883
E_to_F8,0.8,-0.00017916608643927097
E_to_F8,0.8,-0.00017915058821381483
E_to_F8,0.8,-0.00017915058821381483
E_to_F8,0.8,-0.0001788250261811149
E_to_F8,0.8,-0.00017864679732148265
E_to_F8,0.8,-0.00017862541352474238
E_to_F8,0.8,-0.000178526044707426
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845802062165368
E_to_F8,0.8,-0.00017845664923213402
E_to_F8,0.8,-0.0001783700259336592
E_to_F8,0.8,-0.00017821278309810057
E_to_F8,0.8,-0.00017819195931146343
E_to_F8,0.8,-0.00017803255808163465
E_to_F8,0.8,-0.0001779541875032019
E_to_F8,0.8,-0.0001777517994111776
E_to_F8,0.8,-0.00017768989943599435
E_to_F8,0.8,-0.00017766439124214297
E_to_F8,0.8,-0.00017756729063054508
E_to_F8,0.8,-0.00017721272851965367
E_to_F8,0.8,-0.00017693654084197306
E_to_F8,0.8,-0.0001769278924278414
E_to_F8,0.8,-0.0001767025818917354
E_to_F8,0.8,-0.00017667268665117847
E_to_F8,0.8,-0.0001766569532576232
E_to_F8,0.8,-0.00017644611760584514
E_to_F8,0.8,-0.00017644611760584514
E_to_F8,0.8,-0.00017644329889390675
E_to_F8,0.8,-0.00017641258112510345
E_to_F8,0.8,-0.00017637335481645927
E_to_F8,0.8,-0.00017599307305450298
E_to_F8,0.8,-0.00017594604664481186
E_to_F8,0.8,-0.00017593543517533224
E_to_F8,0.8,-0.00017576447335231722
E_to_F8,0.8,-0.00017570322832372967
E_to_F8,0.8,-0.00017554399086891124
E_to_F8,0.8,-0.00017522235533733052
E_to_F8,0.8,-0.00017501225354198496
E_to_F8,0.8,-0.0001748602836574491
E_to_F8,0.8,-0.00017485734934199673
E_to_F8,0.8,-0.00017459156070400244
E_to_F8,0.8,-0.00017457412325225116
E_to_F8,0.8,-0.00017456496471183092
E_to_F8,0.8,-0.0001745431004221285
E_to_F8,0.8,-0.00017442547192162417
E_to_F8,0.8,-0.00017438881418356243
E_to_F8,0.8,-0.00017421914263546464
E_to_F8,0.8,-0.00017397322646002446
E_to_F8,0.8,-0.00017372567738769605
E_to_F8,0.8,-0.0001736462286068778
E_to_F8,0.8,-0.00017361216895908025
E_to_F8,0.8,-0.0001734755760810442
E_to_F8,0.8,-0.0001731898212641604
E_to_F8,0.8,-0.00017317317822398713
E_to_F8,0.8,-0.00017308634500629998
E_to_F8,0.8,-0.0001727214536737407
E_to_F8,0.8,-0.00017270884023133559
E_to_F8,0.8,-0.00017269423639360655
E_to_F8,0.8,-0.00017269423639360655
E_to_F8,0.8,-0.00017201648724311176
E_to_F8,0.8,-0.00017201648724311176
E_to_F8,0.8,-0.00017201368399076975
E_to_F8,0.8,-0.00017164969932560652
E_to_F8,0.8,-0.0001716153216562753
E_to_F8,0.8,-0.0001716153216562753
E_to_F8,0.8,-0.00017157614321052577
E_to_F8,0.8,-0.00017146197855435168
E_to_F8,0.8,-0.0001713451932913693
E_to_F8,0.8,-0.00017114751837156133
E_to_F8,0.8,-0.00017109153043458247
E_to_F8,0.8,-0.00017098890288041042
E_to_F8,0.8,-0.0001708738627919761
E_to_F8,0.8,-0.00017084715032681367
E_to_F8,0.8,-0.00017070778551653073
E_to_F8,0.8,-0.0001706554608308853
E_to_F8,0.8,-0.00017064363976437833
E_to_F8,0.8,-0.00017047224808161923
E_to_F8,0.8,-0.00017023474009593886
E_to_F8,0.8,-0.00017009679353757688
E_to_F8,0.8,-0.0001700166087892779
E_to_F8,0.8,-0.0001698233425544482
E_to_F8,0.8,-0.0001694222226997266
E_to_F8,0.8,-0.00016926494844224856
E_to_F8,0.8,-0.00016913954487507673
E_to_F8,0.8,-0.00016885395780374363
E_to_F8,0.8,-0.00016869693680402503
E_to_F8,0.8,-0.00016834318653015628
E_to_F8,0.8,-0.00016833682582052315
E_to_F8,0.8,-0.00016823834858122497
E_to_F8,0.8,-0.00016802232246347816
E_to_F8,0.8,-0.00016798220428063053
E_to_F8,0.8,-0.00016791766008247277
E_to_F8,0.8,-0.0001678517634569609
E_to_F8,0.8,-0.00016782174512287499
E_to_F8,0.8,-0.00016778595253967197
E_to_F8,0.8,-0.00016751622992413736
E_to_F8,0.8,-0.00016744373867917631
E_to_F8,0.8,-0.00016725824358507013
E_to_F8,0.8,-0.00016720356696655592
E_to_F8,0.8,-0.0001670285092055858
E_to_F8,0.8,-0.00016689609920246998
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664476232440442
E_to_F8,0.8,-0.0001664212485079157
E_to_F8,0.8,-0.0001662820328947921
E_to_F8,0.8,-0.00016606596027207935
E_to_F8,0.8,-0.00016568893881810758
E_to_F8,0.8,-0.00016561925087192457
E_to_F8,0.8,-0.0001654861209183158
E_to_F8,0.8,-0.00016539644316239589
E_to_F8,0.8,-0.0001653120505683839
E_to_F8,0.8,-0.00016528631348000002
E_to_F8,0.8,-0.00016526846513347006
E_to_F8,0.8,-0.0001652360359139824
E_to_F8,0.8,-0.00016520828758909956
E_to_F8,0.8,-0.00016494042087048614
E_to_F8,0.8,-0.00016459425566047744
E_to_F8,0.8,-0.00016449898378843747
E_to_F8,0.8,-0.00016431429527648483
E_to_F8,0.8,-0.00016411711957469265
E_to_F8,0.8,-0.00016382567873515834
E_to_F8,0.8,-0.00016376960528269392
E_to_F8,0.8,-0.00016369125086238603
E_to_F8,0.8,-0.00016364294643543903
E_to_F8,0.8,-0.00016360347994811504
E_to_F8,0.8,-0.00016355905853392873
E_to_F8,0.8,-0.00016352789111791078
E_to_F8,0.8,-0.00016352010724819872
E_to_F8,0.8,-0.00016340880618162558
E_to_F8,0.8,-0.0001632517342440596
E_to_F8,0.8,-0.00016278864962812134
E_to_F8,0.8,-0.00016274507469507416
E_to_F8,0.8,-0.000162586168448155
E_to_F8,0.8,-0.00016238045448877208
E_to_F8,0.8,-0.00016232386183140268
E_to_F8,0.8,-0.00016193656169215996
E_to_F8,0.8,-0.00016192521902748595
E_to_F8,0.8,-0.0001617185709018771
E_to_F8,0.8,-0.0001617185709018771
E_to_F8,0.8,-0.00016171784573879293
E_to_F8,0.8,-0.00016169005254895288
E_to_F8,0.8,-0.00016138397199580646
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.0001613532486503546
E_to_F8,0.8,-0.00016127298779812144
E_to_F8,0.8,-0.0001611543058985421
E_to_F8,0.8,-0.00016092391089227767
E_to_F8,0.8,-0.0001608708037522373
E_to_F8,0.8,-0.00016068406472905477
E_to_F8,0.8,-0.00016067359970334106
E_to_F8,0.8,-0.00016060852767783607
E_to_F8,0.8,-0.000160576247283247
E_to_F8,0.8,-0.00016032487175081473
E_to_F8,0.8,-0.0001603103620545
E_to_F8,0.8,-0.00016024161074026897
E_to_F8,0.8,-0.0001602207010486445
E_to_F8,0.8,-0.00015999381336957627
E_to_F8,0.8,-0.00015989780369562718
E_to_F8,0.8,-0.00015975346094126552
E_to_F8,0.8,-0.0001597479239371042
E_to_F8,0.8,-0.00015942214634358045
E_to_F8,0.8,-0.00015939598023224688
E_to_F8,0.8,-0.00015930834527704284
E_to_F8,0.8,-0.0001592764790807343
E_to_F8,0.8,-0.0001592519208849815
E_to_F8,0.8,-0.00015906533695418657
E_to_F8,0.8,-0.00015895614870838317
E_to_F8,0.8,-0.00015889459678320082
E_to_F8,0.8,-0.00015876357941412193
E_to_F8,0.8,-0.00015871131249851585
E_to_F8,0.8,-0.00015864974103423166
E_to_F8,0.8,-0.00015849439705987794
E_to_F8,0.8,-0.00015849006353082365
E_to_F8,0.8,-0.00015735358515435064
E_to_F8,0.8,-0.00015687444490970802
E_to_F8,0.8,-0.00015679994154254608
E_to_F8,0.8,-0.00015673834472343213
E_to_F8,0.8,-0.00015650852176617337
E_to_F8,0.8,-0.00015642225897080265
E_to_F8,0.8,-0.00015623480877705262
E_to_F8,0.8,-0.0001561169067148236
E_to_F8,0.8,-0.00015603414862004194
E_to_F8,0.8,-0.00015592423958945938
E_to_F8,0.8,-0.00015588037794359445
E_to_F8,0.8,-0.0001558024445369604
E_to_F8,0.8,-0.00015573286917518482
E_to_F8,0.8,-0.000155612722896224
E_to_F8,0.8,-0.00015560462007539914
E_to_F8,0.8,-0.00015538164908699103
E_to_F8,0.8,-0.0001553804317038904
E_to_F8,0.8,-0.0001552588400048585
E_to_F8,0.8,-0.0001551078059903799
E_to_F8,0.8,-0.00015507210454364682
E_to_F8,0.8,-0.00015495542364304772
E_to_F8,0.8,-0.00015477422589285847
E_to_F8,0.8,-0.00015469458027879277
E_to_F8,0.8,-0.00015426328561017602
E_to_F8,0.8,-0.00015395421611962297
E_to_F8,0.8,-0.00015385518541857331
E_to_F8,0.8,-0.0001537223280565341
E_to_F8,0.8,-0.0001536609437870785
E_to_F8,0.8,-0.00015356042892614903
E_to_F8,0.8,-0.00015341843435964005
E_to_F8,0.8,-0.000153403761622567
E_to_F8,0.8,-0.00015333664239336442
E_to_F8,0.8,-0.0001532987001978228
E_to_F8,0.8,-0.00015326410942918714
E_to_F8,0.8,-0.00015313314201330542
E_to_F8,0.8,-0.00015311843916049708
E_to_F8,0.8,-0.00015311843916049708
E_to_F8,0.8,-0.0001529720389902232
E_to_F8,0.8,-0.00015286743332566685
E_to_F8,0.8,-0.00015284901158385146
E_to_F8,0.8,-0.00015261333165984643
E_to_F8,0.8,-0.00015218618035375923
E_to_F8,0.8,-0.00015175709228822408
E_to_F8,0.8,-0.00015172706646453398
E_to_F8,0.8,-0.00015162829660982837
E_to_F8,0.8,-0.00015161491139031045
E_to_F8,0.8,-0.00015144371941178708
E_to_F8,0.8,-0.0001512345112391356
E_to_F8,0.8,-0.00015123250354242022
E_to_F8,0.8,-0.00015089119559602907
E_to_F8,0.8,-0.00015088122318103722
E_to_F8,0.8,-0.0001507388345174533
E_to_F8,0.8,-0.00015064085343956
E_to_F8,0.8,-0.00015058325679646433
E_to_F8,0.8,-0.00015028810739639098
E_to_F8,0.8,-0.00015024504541110876
E_to_F8,0.8,-0.00015005614331310618
E_to_F8,0.8,-0.0001498538678318462
E_to_F8,0.8,-0.00014981132192888163
E_to_F8,0.8,-0.000149543773171479
E_to_F8,0.8,-0.00014953536406120827
E_to_F8,0.8,-0.0001493918458581235
E_to_F8,0.8,-0.0001493918458581235
E_to_F8,0.8,-0.0001491536941765962
E_to_F8,0.8,-0.0001489159245509306
E_to_F8,0.8,-0.00014873606714890984
E_to_F8,0.8,-0.0001487354765381342
E_to_F8,0.8,-0.00014841663474272584
E_to_F8,0.8,-0.0001483339401539976
E_to_F8,0.8,-0.00014824922224649558
E_to_F8,0.8,-0.00014796406207632528
E_to_F8,0.8,-0.00014786483978101252
E_to_F8,0.8,-0.00014778148127002003
E_to_F8,0.8,-0.00014729859489695797
E_to_F8,0.8,-0.00014723154649663543
E_to_F8,0.8,-0.00014694508739843194
E_to_F8,0.8,-0.00014686839857146005
E_to_F8,0.8,-0.00014677952381164183
E_to_F8,0.8,-0.00014668490925007075
E_to_F8,0.8,-0.00014664608823990755
E_to_F8,0.8,-0.00014653563437804743
E_to_F8,0.8,-0.00014643441980534993
E_to_F8,0.8,-0.00014636507490181172
E_to_F8,0.8,-0.00014632019411028462
E_to_F8,0.8,-0.00014626727933289747
E_to_F8,0.8,-0.00014569097579221826
E_to_F8,0.8,-0.00014554827969917827
E_to_F8,0.8,-0.00014543640422999942
E_to_F8,0.8,-0.0001452489743998398
E_to_F8,0.8,-0.0001452266636154398
E_to_F8,0.8,-0.00014521522743477782
E_to_F8,0.8,-0.00014518474338176188
E_to_F8,0.8,-0.00014510335517967893
E_to_F8,0.8,-0.0001450538485465358
E_to_F8,0.8,-0.0001448561544150078
E_to_F8,0.8,-0.0001448458190971889
E_to_F8,0.8,-0.0001447736001978423
E_to_F8,0.8,-0.00014441965851005157
E_to_F8,0.8,-0.0001441025283669358
E_to_F8,0.8,-0.00014383222749158196
E_to_F8,0.8,-0.0001437918269454943
E_to_F8,0.8,-0.00014378849589013681
E_to_F8,0.8,-0.0001437459162615461
E_to_F8,0.8,-0.0001436266190233591
E_to_F8,0.8,-0.00014307921119946043
E_to_F8,0.8,-0.0001430466536872019
E_to_F8,0.8,-0.0001427796310028083
E_to_F8,0.8,-0.00014275675618633912
E_to_F8,0.8,-0.00014269445831930226
E_to_F8,0.8,-0.00014263409625915355
E_to_F8,0.8,-0.00014256029822013822
E_to_F8,0.8,-0.0001424516243665546
E_to_F8,0.8,-0.00014224410209557681
E_to_F8,0.8,-0.00014183900328583197
E_to_F8,0.8,-0.0001417247008872028
E_to_F8,0.8,-0.00014156153835257558
E_to_F8,0.8,-0.00014135247443614323
E_to_F8,0.8,-0.0001412859986854736
E_to_F8,0.8,-0.00014124416165314663
E_to_F8,0.8,-0.0001411598983987346
E_to_F8,0.8,-0.00014111317206886044
E_to_F8,0.8,-0.00014111317206886044
E_to_F8,0.8,-0.00014051112705484788
E_to_F8,0.8,-0.0001404283075032651
E_to_F8,0.8,-0.00014035460123372975
E_to_F8,0.8,-0.00014009058707392137
E_to_F8,0.8,-0.0001400791118276329
E_to_F8,0.8,-0.0001396590909090909
E_to_F8,0.8,-0.00013947260642763627
E_to_F8,0.8,-0.00013944112209538596
E_to_F8,0.8,-0.0001394226462130188
E_to_F8,0.8,-0.00013942255022695096
E_to_F8,0.8,-0.0001393918907648365
E_to_F8,0.8,-0.00013899397977226575
E_to_F8,0.8,-0.00013888747799491112
E_to_F8,0.8,-0.00013862529798734324
E_to_F8,0.8,-0.00013856781338887226
E_to_F8,0.8,-0.00013820318220178252
E_to_F8,0.8,-0.000138056805353608
E_to_F8,0.8,-0.0001371834144559466
E_to_F8,0.8,-0.00013717686346744747
E_to_F8,0.8,-0.00013662433780662665
E_to_F8,0.8,-0.00013634805805907797
E_to_F8,0.8,-0.00013634137973278236
E_to_F8,0.8,-0.00013595114285409765
E_to_F8,0.8,-0.00013586057529013732
E_to_F8,0.8,-0.00013585051699516973
E_to_F8,0.8,-0.00013543594282189504
E_to_F8,0.8,-0.00013534134651648023
E_to_F8,0.8,-0.0001352085349516
E_to_F8,0.8,-0.00013520131200873398
E_to_F8,0.8,-0.00013502019305097933
E_to_F8,0.8,-0.00013482944346869888
E_to_F8,0.8,-0.0001348011629588654
E_to_F8,0.8,-0.00013449090987770356
E_to_F8,0.8,-0.0001343028176604891
E_to_F8,0.8,-0.00013430014929736208
E_to_F8,0.8,-0.0001340890613380393
E_to_F8,0.8,-0.0001340285302345675
E_to_F8,0.8,-0.00013397740262475444
E_to_F8,0.8,-0.00013385934481675851
E_to_F8,0.8,-0.00013374972690832407
E_to_F8,0.8,-0.00013360261384502887
E_to_F8,0.8,-0.0001335798617176436
E_to_F8,0.8,-0.00013329911002108645
E_to_F8,0.8,-0.00013311297907822638
E_to_F8,0.8,-0.0001330219651348961
E_to_F8,0.8,-0.00013300652901054936
E_to_F8,0.8,-0.00013291356851081757
E_to_F8,0.8,-0.000132790260845607
E_to_F8,0.8,-0.00013272796729220607
E_to_F8,0.8,-0.0001321772799597065
E_to_F8,0.8,-0.00013217124644872218
E_to_F8,0.8,-0.0001320524276306602
E_to_F8,0.8,-0.00013192585753014243
E_to_F8,0.8,-0.00013183739228248706
E_to_F8,0.8,-0.00013174319048990112
E_to_F8,0.8,-0.00013166823881365802
E_to_F8,0.8,-0.0001315890486921739
E_to_F8,0.8,-0.00013155404506557988
E_to_F8,0.8,-0.00013153831527346513
E_to_F8,0.8,-0.00013149967306486126
E_to_F8,0.8,-0.0001314249827725422
E_to_F8,0.8,-0.00013124690199970402
E_to_F8,0.8,-0.00013112514547194325
E_to_F8,0.8,-0.000131015142087993
E_to_F8,0.8,-0.00013056923664189236
E_to_F8,0.8,-0.0001305504945455959
E_to_F8,0.8,-0.0001303804791509885
E_to_F8,0.8,-0.0001303714980373421
E_to_F8,0.8,-0.0001300158008629663
E_to_F8,0.8,-0.0001297432995159259
E_to_F8,0.8,-0.0001297421119058905
E_to_F8,0.8,-0.00012966335836881823
E_to_F8,0.8,-0.00012963288178198176
E_to_F8,0.8,-0.0001294755670866867
E_to_F8,0.8,-0.00012941519730106594
E_to_F8,0.8,-0.00012938451784859424
E_to_F8,0.8,-0.0001292733611961081
E_to_F8,0.8,-0.000129152327714181
E_to_F8,0.8,-0.0001290099088914488
E_to_F8,0.8,-0.00012885790255235955
E_to_F8,0.8,-0.0001287805090912562
E_to_F8,0.8,-0.00012870092595323516
E_to_F8,0.8,-0.00012869552554717952
E_to_F8,0.8,-0.00012864575089170286
E_to_F8,0.8,-0.00012857971999803358
E_to_F8,0.8,-0.00012852806694401024
E_to_F8,0.8,-0.0001284135803699666
E_to_F8,0.8,-0.00012820024416826539
